direccion,distrito,metraje,dormitorios,precio
"Av Javier Prado Oeste 1266, San Isidro 15073","San Isidro, Lima",138 m² tot.,2 dorm.,"S/ 7,751 · USD 2,000"
Malecon Cisneros al 100,"Miraflores, Lima",330 m² tot.,3 dorm.,"S/ 16,200 · USD 4,500"
Los Cardos,"Miraflores, Castilla",113 m² tot.,3 dorm.,"S/ 1,680"
ALT CDRA 7 DE AV BRASIL,"Breña, Lima",60 m² tot.,2 dorm.,"S/ 1,200"
Miraflores,"Miraflores, Lima",200 m² tot.,3 dorm.,"S/ 11,487 · USD 2,800"
Calle PEDRO MARTINTO S/N,"Barranco, Lima",90 m² tot.,2 dorm.,"S/ 3,610 · USD 950"
Jr Manuel Lorenzo Aguirre 291,"Las Lilas, Santiago de Surco",90 m² tot.,3 dorm.,"S/ 2,900 · USD 800"
Las Uvas,"Santiago de Surco, Lima",40 m² tot.,1 dorm.,"S/ 1,400"
Antero Aspillaga 2,"San Isidro, Lima",180 m² tot.,3 dorm.,"S/ 7,220 · USD 1,900"
C. Atahualpa 210,"Miraflores, Lima",115 m² tot.,4 dorm.,"S/ 3,402 · USD 900"
MANCO CAPAC,"Miraflores, Lima",104 m² tot.,2 dorm.,"S/ 3,515 · USD 950"
CONQUISTADORES 1196,"San Isidro, Lima",153 m² tot.,3 dorm.,"S/ 4,700 · USD 265,000"
sol de Piura,"Veintiseis de Octubre, Piura",110 m² tot.,4 dorm.,"S/ 2,000 · USD 536"
PUNTA NEGRA,"Punta Negra, Punta Negra",140 m² tot.,4 dorm.,"S/ 2,450 · USD 700"
PASAJE BELEN,"Barranco, Lima",345 m² tot.,3 dorm.,"S/ 15,200 · USD 900,000"
Ignacio Seminario 300,"San Juan de Miraflores, Lima",90 m² tot.,2 dorm.,"S/ 1,200 · USD 316"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Av. Jorge Basadre,"San Isidro, Lima",1000 m² tot.,15 dorm.,"S/ 58,900 · USD 15,500"
Av. Surco 648,"Los Rosales, Santiago de Surco",85 m² tot.,2 dorm.,"S/ 2,280 · USD 600"
Sergio Bernales 215,"Surquillo, Lima",42 m² tot.,1 dorm.,"S/ 2,000"
NULL,NULL,NULL,NULL,NULL
Av. Salaverry 475,"Jesús María, Lima",60 m² tot.,2 dorm.,"S/ 2,800 · USD 737"
Dalí,"San Borja, Lima",40 m² tot.,1 dorm.,"S/ 1,600 · USD 421"
calle los Rosales Mz.H,"Sol De Carabayllo, Carabayllo",50 m² tot.,1 dorm.,S/ 550 · USD 140
NULL,NULL,NULL,NULL,NULL
"Malecon Playa Señoritas 1, Punta Hermosa","Punta Hermosa, Lima",700 m² tot.,6 dorm.,"S/ 88,800 · USD 24,000"
Calle Alfredo Salazar 459,"Miraflores, Lima",160 m² tot.,2 dorm.,"S/ 5,700 · USD 1,500"
Av Camino Real 9,"San Isidro, Lima",409 m² tot.,4 dorm.,"S/ 19,000 · USD 5,000"
Av. Alameda del Corregidor 3055,"La Molina, Lima",70 m² tot.,3 dorm.,"S/ 1,600 · USD 417"
Acantilado de Barranco,"Barranco, Lima",350 m² tot.,3 dorm.,"S/ 18,699 · USD 4,999"
calle 8 de marzo 135,"Villa Hiper, Comas",100 m² tot.,3 dorm.,S/ 960 · USD 257
Lizardo Alzamora Oeste 3,"San Isidro, Lima",235 m² tot.,3 dorm.,"S/ 9,500 · USD 2,500"
Dirección no informada,"Golf, San Isidro",154 m² tot.,3 dorm.,"S/ 5,365 · USD 1,450"
Malecon Playa Pulpos. Punta Hermosa,"Punta Hermosa, Lima",285 m² tot.,3 dorm.,"S/ 22,200 · USD 6,000"
Calle Ontario 259,"Chorrillos, Lima",58 m² tot.,2 dorm.,"S/ 1,700 · USD 450"
Calle los Ficus 350 San Isidro,"San Isidro, Lima",63 m² tot.,1 dorm.,"S/ 1,687 · USD 450"
"Malecon Grau, Magdalena","Magdalena, Lima",121 m² tot.,3 dorm.,"S/ 3,375 · USD 900"
arturo duray 275,"Jorge Chavez, Surquillo",75 m² tot.,3 dorm.,"S/ 2,600"
Av. Canadá 1290,"Santa Catalina, La Victoria",71 m² tot.,2 dorm.,"S/ 2,000 · USD 540"
Pedro de Osma 307,"Barranco, Lima",53 m² tot.,1 dorm.,"S/ 2,030 · USD 550"
Mz E5 lote 15 Calle 28 Urb. Pro,"Pro Etapa I, Los Olivos",85 m² tot.,2 dorm.,S/ 900
MIRAMAR PUNTA HERMOSA,"Punta Hermosa, Lima",80 m² tot.,4 dorm.,"S/ 4,750 · USD 1,250"
"R897+683, Piura 20008, Perú","Veintiseis de Octubre, Piura",60 m² tot.,2 dorm.,"S/ 1,000 · USD 268"
Av 2 de Mayo San Isidro,"San Isidro, Lima",160 m² tot.,3 dorm.,"S/ 3,775 · USD 999"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Ejidos,"Piura, Piura",114 m² tot.,2 dorm.,"S/ 2,100 · USD 558"
CONDOMINIO TORRES DE MATELLINI CHORRILLOS,"Ariosto Matellini, Chorrillos",90 m² tot.,3 dorm.,"S/ 1,900"
calle tiburon,"Haway (de Jahuay), Lurín",276 m² tot.,4 dorm.,"S/ 3,500 · USD 943"
NULL,NULL,NULL,NULL,NULL
Calle Piura Urbanización Santa Patricia al 100,"La Molina, Lima",55 m² tot.,1 dorm.,"S/ 1,200 · USD 324"
Jiron General Vidal (Flores Araoz)N°295 - Urbanizacion Los Tulipanes - Miraflores- Lima,"Los Tulipanes, Miraflores",70 m² tot.,3 dorm.,"S/ 2,200"
Av Paseo de la República Miraflores,"San Antonio, Miraflores",90 m² tot.,2 dorm.,"S/ 3,000"
NULL,NULL,NULL,NULL,NULL
Ocharán 281,"Miraflores, Lima",200 m² tot.,4 dorm.,"S/ 4,625 · USD 1,250"
Malecon Paul Harris al 300,"Barranco, Lima",215 m² tot.,3 dorm.,"S/ 7,400 · USD 2,000"
Av. Aurelio Miro Quesda 630,"San Isidro, Lima",180 m² tot.,3 dorm.,"S/ 8,671 · USD 2,300"
LUIS GARCIA RUIZ 294 DPTO.902,"Maranga Etapa Vii, San Miguel",79 m² tot.,2 dorm.,"S/ 2,000 · USD 540"
Calle 39 Mz17A Lt9,"Los Olivos, Lima",55 m² tot.,2 dorm.,S/ 780 · USD 210
Av Nicolas De Ribera 11,"San Isidro, Lima",658 m² tot.,4 dorm.,"S/ 30,210 · USD 7,950"
AV. BENAVIDES,"Miraflores, Lima",110 m² tot.,3 dorm.,"S/ 3,380 · USD 900"
"AV. EL POLO N° DPTO. URB. EL DERBY, SANTIAGO DE SURCO","Santiago de Surco, Lima",93 m² tot.,3 dorm.,"S/ 3,129 · USD 830"
Malecón Balta,"Miraflores, Lima",125 m² tot.,3 dorm.,"S/ 6,290 · USD 1,700"
paseo la castellana,"Santiago de Surco, Lima",61 m² tot.,2 dorm.,"S/ 1,350"
Calle EL CARMELO 106 - 401,"Santiago de Surco, Lima",123 m² tot.,3 dorm.,"S/ 2,618 · USD 700"
AV. 2 DE Mayo 18xx Dpto 101,"San Isidro, Lima",100 m² tot.,2 dorm.,"S/ 5,580 · USD 1,500"
Antequera 1,"San Isidro, Lima",200 m² tot.,2 dorm.,"S/ 8,360 · USD 2,200"
calle Ricardo Angulo 499,"Corpac, San Isidro",561 m² tot.,4 dorm.,"S/ 17,325 · USD 4,500"
reynaldo de vivanco 236,"Santa Teresa, Santiago de Surco",236 m² tot.,3 dorm.,"S/ 5,365 · USD 1,400"
Calle Mesina 229,"Fiori, San Martín de Porres",62 m² tot.,2 dorm.,"S/ 1,200 · USD 320"
Malecón Armendáriz,"Miraflores, Lima",224 m² tot.,3 dorm.,"S/ 10,640 · USD 2,800"
Calle LA NIÑA 310 - 102,"Santiago de Surco, Lima",220 m² tot.,3 dorm.,"S/ 6,667 · USD 1,750"
Calle Asuncion 288,"Santa Patricia, La Molina",30 m² tot.,2 dorm.,"S/ 1,100"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Jiron Huascar Cdra 20,"Jesús María, Lima",102 m² tot.,3 dorm.,"S/ 3,700 · USD 1,000"
"Av. Pedro de Osma 307,barranco","Barranco, Lima",50 m² tot.,1 dorm.,"S/ 2,411 · USD 650"
"Alameda Ñaña, Lurigancho-Chosica 15464","Chosica (Lurigancho), Lima",65 m² tot.,3 dorm.,S/ 900
NULL,NULL,NULL,NULL,NULL
Dirección no informada,"Chacarilla Del Estanque, Santiago de Surco",200 m² tot.,3 dorm.,"S/ 5,500"
Calle PADRE LUIS TEZZA 194 - 302,"Santiago de Surco, Lima",60 m² tot.,1 dorm.,"S/ 2,000 · USD 534"
"Calle Venus 183, Urb. Santa Elena","Santa Elena, Chiclayo",65 m² tot.,NULL,"S/ 1,300 · USD 346"
NULL,NULL,NULL,NULL,NULL
QUINTA SIENA,"Quinta Siena, Cerro Colorado",730 m² tot.,4 dorm.,"S/ 10,500 · USD 1,100,000"
calle pedro martinto,"Barranco, Lima",48 m² tot.,1 dorm.,"S/ 2,175 · USD 580"
"Jiron 13, La Molina","La Molina, Lima",455 m² tot.,4 dorm.,"S/ 20,400 · USD 5,500"
Calle Las Gardenias Piura,"Piura, Piura",300 m² tot.,4 dorm.,"S/ 5,500 · USD 300,000"
Dirección no informada,"Chacarilla Del Estanque, Santiago de Surco",130 m² tot.,3 dorm.,"S/ 4,848 · USD 1,290"
LEONARDO ARRIETA,"Lima Cercado, Lima",61 m² tot.,3 dorm.,"S/ 1,900"
Km. .5 Panamericana Sur,"Sarapampa, Asia",220 m² tot.,4 dorm.,S/ 10 · USD 1
Av. Angamos oeste,"America, Miraflores",90 m² tot.,2 dorm.,"S/ 3,600"
Jr. San Martin 845,"Tarapoto, San Martin",752 m² tot.,4 dorm.,"S/ 10,000"
Calle El Viñedo 174,"Santiago de Surco, Lima",98 m² tot.,3 dorm.,"S/ 3,200"
Avenida San Borja Sur 1070,"San Borja, Lima",79 m² tot.,1 dorm.,"S/ 2,399"
CERROS DE CAMACHO,"Santiago de Surco, Lima",754 m² tot.,4 dorm.,"S/ 12,276 · USD 3,300"
Av. MANUEL OLGUIN,"El Derby, Santiago de Surco",107 m² tot.,3 dorm.,"S/ 4,680 · USD 1,250"
AV UNIVERSITARIA 5600,"Los Olivos, Lima",75 m² tot.,2 dorm.,S/ 900
Avenida San Martin 955 San Bartolo,"San Bartolo, Lima",136 m² tot.,3 dorm.,"S/ 2,437 · USD 650"
Calle PEDRO VENTURO,"Aurora, Miraflores",200 m² tot.,3 dorm.,"S/ 6,350 · USD 395,000"
Jiron Las Campanillas 319,"Camacho, La Molina",1000 m² tot.,5 dorm.,"S/ 14,430 · USD 3,900"
CALLE FEDERICO BLUME 152,"Antares, San Martín de Porres",160 m² tot.,4 dorm.,"S/ 2,600"
"Av. Almte. Miguel Grau, Barranco","Barranco, Lima",26 m² tot.,1 dorm.,"S/ 1,900 · USD 500"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
avitole,"Veintiseis de Octubre, Piura",100 m² tot.,2 dorm.,"S/ 1,000 · USD 266"
Calle Tres Bahias,"Punta Hermosa, Lima",230 m² tot.,5 dorm.,"S/ 22,752 · USD 6,000"
"Angamos ,petit thouars","Miraflores, Lima",70 m² tot.,3 dorm.,"S/ 2,200"
NULL,NULL,NULL,NULL,NULL
Abraham Valdelomar,"Sima, La Perla",170 m² tot.,8 dorm.,"S/ 4,800 · USD 1,300"
Los Laureles 3,"San Isidro, Lima",254 m² tot.,3 dorm.,"S/ 9,725 · USD 2,500"
avenida arequipa cuadra 48,"Miraflores, Lima",90 m² tot.,2 dorm.,"S/ 3,500 · USD 950"
NULL,NULL,NULL,NULL,NULL
Pezet 423,"San Isidro, Lima",300 m² tot.,3 dorm.,"S/ 14,800 · USD 4,000"
AVENIDA JUAN DE LA FUENTE 122,"Miraflores, Lima",115 m² tot.,2 dorm.,"S/ 4,147 · USD 1,100"
EMILIO ALTHAUS 420,"Lince, Lima",60 m² tot.,2 dorm.,"S/ 2,500 · USD 660"
ALT CDRA 38 DE AV AVIACION,"Surquillo, Lima",60 m² tot.,2 dorm.,"S/ 1,650"
Calle 8 comas,"Comas, Lima",98 m² tot.,3 dorm.,"S/ 1,000"
Choquehuanca cdra2,"El Olivar, San Isidro",370 m² tot.,3 dorm.,"S/ 8,000 · USD 1,175,000"
Urb Monterrico MZ T LOTE 10,"Monterrico, Piura",200 m² tot.,6 dorm.,"S/ 8,000 · USD 2,150"
Francisco de Paula Ugarriza xx,"Miraflores, Lima",500 m² tot.,12 dorm.,"S/ 9,375 · USD 2,500"
JOSE PARDO,"Miraflores, Lima",120 m² tot.,2 dorm.,"S/ 2,800 · USD 750"
Las Brisas de Villa,"Chorrillos, Lima",300 m² tot.,4 dorm.,"S/ 5,550 · USD 1,500"
Arica Lurín los Suspiros,"Arica, Lurín",396 m² tot.,4 dorm.,"S/ 3,832 · USD 1,050"
Av. El Golf 719,"El Golf Et.1, Victor Larco Herrera",348 m² tot.,6 dorm.,"S/ 9,516 · USD 2,600"
Av. MiguelGrau 1580,"Barranco, Lima",30 m² tot.,NULL,"S/ 1,872 · USD 489"
"URB. ANGAMOS, PIURA, PERU","Piura, Piura",160 m² tot.,8 dorm.,"S/ 3,600 · USD 967"
GRIMALDO DEL SOLAR,"Miraflores, Lima",93 m² tot.,2 dorm.,"S/ 4,600"
Avenida Paseo Parodi Cdra 3,"San Isidro, Lima",103 m² tot.,2 dorm.,"S/ 3,350 · USD 900"
Malecón Cisneros 742,"Miraflores, Lima",168 m² tot.,3 dorm.,"S/ 8,625 · USD 2,300"
"VEINTISEIS DE OCTUBRE, PIURA","Veintiseis de Octubre, Piura",50 m² tot.,3 dorm.,"S/ 1,000 · USD 263"
"Avenida Aurelio Miroquesada 3, Departamento 19, Golf de San Isidro, San Isidro","San Isidro, Lima",200 m² tot.,3 dorm.,"S/ 7,320 · USD 2,000"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Lirios 100,"San Isidro, Lima",211 m² tot.,3 dorm.,"S/ 7,436 · USD 2,000"
Cantuarias al 300,"Miraflores, Lima",100 m² tot.,3 dorm.,"S/ 3,500 · USD 900"
Pasaje Chocavento 540,"Los Proceres, Santiago de Surco",60 m² tot.,1 dorm.,"S/ 1,250"
NULL,NULL,NULL,NULL,NULL
AV. MARCAVELICA PIURA,"Piura, Piura",55 m² tot.,3 dorm.,"S/ 1,200 · USD 316"
playa el carmen chincha,"El Carmen, Chincha",1000 m² tot.,6 dorm.,"S/ 15,200 · USD 4,000"
Av cuba Jesús maría lima perú,"Jesús María, Lima",70 m² tot.,3 dorm.,"S/ 2,400"
NULL,NULL,NULL,NULL,NULL
ALT CDRA 10 DE AV AYACUCHO,"Santiago de Surco, Lima",60 m² tot.,2 dorm.,"S/ 1,200"
San Lorenzo 1144,"Surquillo, Lima",50 m² tot.,1 dorm.,"S/ 1,000 · USD 265"
Tripoli 3XX,"Miraflores, Lima",135 m² tot.,3 dorm.,"S/ 3,700 · USD 1,000"
Av. Monseñor Jorge Dintilac 290 San Miguel,"San Miguel, Lima",60 m² tot.,1 dorm.,"S/ 1,850 · USD 490"
Av. Benavides Miraflores,"Miraflores, Lima",120 m² tot.,2 dorm.,"S/ 2,850 · USD 750"
"Av Acapulco, Urbanizacion El Sol De La Molina Etapa I, La Molina","El Sol De La Molina Et.1, La Molina",358 m² tot.,3 dorm.,"S/ 10,360 · USD 2,800"
Calle Puruchuco,"Portada Del Sol Etapa Iii, La Molina",75 m² tot.,2 dorm.,"S/ 2,500"
calle Acapulco 610,"La Molina, Lima",390 m² tot.,4 dorm.,"S/ 8,300 · USD 560,000"
Lopez de Ayala,"San Borja, Lima",225 m² tot.,4 dorm.,"S/ 5,643 · USD 1,500"
Jr Acapulco 1022,"La Molina, Lima",300 m² tot.,4 dorm.,"S/ 9,400 · USD 2,500"
Av. del Pinar 210,"Chacarilla, San Borja",116 m² tot.,3 dorm.,"S/ 5,770 · USD 1,500"
Capac Yupanqui,"Lince, Lima",106 m² tot.,3 dorm.,"S/ 4,556 · USD 1,200"
"Jiron Ernesto López Mindreau, 332 Urb. Las Magnolias Santiago de Surco","Las Magnolias, Santiago de Surco",252 m² tot.,4 dorm.,"S/ 6,183 · USD 1,650"
Dirección no informada,"San Gabriel, San Isidro",975 m² tot.,4 dorm.,"S/ 30,080 · USD 8,000"
Calle FLAVIO GERBOLINI,"El Rosal, Miraflores",220 m² tot.,3 dorm.,"S/ 8,360 · USD 2,200"
Jose Granda 460,"Golf, San Isidro",399 m² tot.,4 dorm.,"S/ 18,042 · USD 4,850"
Calle Gral. Vidal 150,"Miraflores, Lima",70 m² tot.,3 dorm.,"S/ 2,200"
Metropolitana CON Prolongacion Javier Prado Urb. Ceres 2DA Etapa,"Ceres Etapa Ii, Ate Vitarte",156 m² tot.,5 dorm.,"S/ 5,000"
AURELIO MIROQUESADA 166-19,"San Isidro, Lima",255 m² tot.,3 dorm.,"S/ 12,852 · USD 3,400"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
natasha alta,"Natasha Alta, Trujillo",80 m² tot.,3 dorm.,"S/ 1,800 · USD 481"
"En Av. Las Nazarenas, Santiago de Surco","Santiago de Surco, Lima",93 m² tot.,3 dorm.,"S/ 3,200 · USD 851"
Los Huertos de Cieneguilla - Terrenos,"Cieneguilla, Lima",1000 m² tot.,5 dorm.,"S/ 1,900 · USD 506"
NULL,NULL,NULL,NULL,NULL
Dirección no informada,"Miraflores, Lima",100 m² tot.,2 dorm.,"S/ 3,740 · USD 1,000"
Av. La Molina,"La Molina, Lima",1881 m² tot.,NULL,"S/ 66,600 · USD 18,000"
Av. Almirante Miguel Grau 1502,"Barranco, Lima",45 m² tot.,NULL,"S/ 2,380 · USD 620"
NULL,NULL,NULL,NULL,NULL
av. josé leal 1511- Lince,"Lince, Lima",80 m² tot.,3 dorm.,"S/ 2,650"
Calle MONTE ALEGRE,"La Planicie, La Molina",645 m² tot.,4 dorm.,"S/ 17,145 · USD 4,500"
Calle Roma,"El Olivar, San Isidro",150 m² tot.,3 dorm.,"S/ 4,000 · USD 1,100"
MALECÓN DE LA MARINA 1124,"Malecon Marina, Miraflores",186 m² tot.,3 dorm.,"S/ 8,162 · USD 2,200"
Bertolotto,"San Miguel, Lima",87 m² tot.,3 dorm.,"S/ 3,040 · USD 800"
Castaños 310,"San Isidro, Lima",148 m² tot.,3 dorm.,"S/ 4,810 · USD 1,300"
AV. TOMAS MARSANO 368,"Surquillo, Lima",48 m² tot.,1 dorm.,"S/ 1,900"
Calle ALAMEDA LOS PICAFLORES,"Chacarilla Del Estanque, Santiago de Surco",400 m² tot.,3 dorm.,"S/ 8,160 · USD 2,400"
Malecón Cisneros,"Miraflores, Lima",225 m² tot.,3 dorm.,"S/ 10,416 · USD 3,100"
Calle Ibiza al 100,"El Sol De La Molina Et.1, La Molina",55 m² tot.,2 dorm.,"S/ 1,500"
AV. 28 DE JULIO MIRAFLORES,"Miraflores, Lima",90 m² tot.,2 dorm.,"S/ 3,000 · USD 790"
AV. FORESTALES CON AV. PRIMERO DE MAYO,"Villa Unicachi, Villa el Salvador",90 m² tot.,NULL,S/ 999
ALT CDRA 35 DE AV LA MARINA,"San Miguel, Lima",65 m² tot.,3 dorm.,"S/ 1,600"
Sol De Oro,"Los Olivos, Lima",106 m² tot.,4 dorm.,"S/ 2,000 · USD 530"
Calle Indepedencia,"Miraflores, Lima",110 m² tot.,2 dorm.,"S/ 2,900 · USD 790"
Calle Manuel Segura 150,"Jose Balta, Miraflores",35 m² tot.,1 dorm.,"S/ 2,000"
Urb. El Silencio - Punta Hermosa,"Punta Hermosa, Lima",83 m² tot.,3 dorm.,"S/ 4,560 · USD 1,200"
Alberto Lynch,"San Isidro, Lima",150 m² tot.,3 dorm.,"S/ 6,290 · USD 1,700"
El carmelo,"Santiago de Surco, Lima",113 m² tot.,3 dorm.,"S/ 3,000"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
prolongacion arenales 590,"Miraflores, Lima",329 m² tot.,8 dorm.,"S/ 13,500 · USD 3,500"
Av. Aurelio Miro Quesada 5,"San Isidro, Lima",330 m² tot.,3 dorm.,"S/ 12,837 · USD 3,300"
Camino Real,"Miraflores, Lima",49 m² tot.,1 dorm.,"S/ 2,790 · USD 750"
NULL,NULL,NULL,NULL,NULL
"Avenida 28 de Julio 3, Departamento 7, Piso 7, Cercado de Miraflores, Miraflores","Miraflores, Lima",80 m² tot.,2 dorm.,"S/ 3,184 · USD 800"
Vulcano 89,"Santiago de Surco, Lima",75 m² tot.,2 dorm.,"S/ 1,400 · USD 390"
MALECON ARMENDARIZ 199,"Malecon Armendariz, Miraflores",194 m² tot.,3 dorm.,"S/ 7,875 · USD 460,000"
NULL,NULL,NULL,NULL,NULL
parque chavin surco,"Las Gardenias, Santiago de Surco",158 m² tot.,3 dorm.,"S/ 3,750 · USD 255,000"
Av. Sanchez Cerro,"Piura, Piura",298 m² tot.,6 dorm.,"S/ 8,000 · USD 2,067"
av larco miraflores,"Miraflores, Lima",100 m² tot.,1 dorm.,"S/ 2,915 · USD 780"
ALT CDRA 46 DE AVIACIÓN,"Surquillo, Lima",35 m² tot.,1 dorm.,"S/ 1,100"
Coronel Portillo al 300,"San Isidro, Lima",100 m² tot.,2 dorm.,"S/ 5,550 · USD 1,500"
"chacarilla, Santiago de Surco, Lima","Santiago de Surco, Lima",75 m² tot.,NULL,"S/ 4,180 · USD 1,100"
"LOS FAIQUES URB. LA CAPULLANA, SURCO","La Capullana, Santiago de Surco",70 m² tot.,1 dorm.,"S/ 1,800"
Malecón Cisneros,"Miraflores, Lima",440 m² tot.,4 dorm.,"S/ 23,400 · USD 6,500"
Los Rosales 268,"Santa Edelmira, Victor Larco Herrera",120 m² tot.,3 dorm.,"S/ 3,096 · USD 800"
LAS TORTOLAS,"La Molina, Lima",1100 m² tot.,4 dorm.,"S/ 19,056 · USD 1,880,000"
Dirección no informada,"Punta Hermosa, Lima",250 m² tot.,6 dorm.,"S/ 2,960 · USD 800"
SARGENTO WILLIAM ARIAS ROBLES 158,"Aurora, Miraflores",245 m² tot.,3 dorm.,"S/ 7,400 · USD 2,000"
Dirección no informada,"Barranco, Lima",503 m² tot.,3 dorm.,"S/ 23,820 · USD 6,000"
Colon 747,"Miraflores, Lima",120 m² tot.,2 dorm.,"S/ 4,033 · USD 1,090"
Dirección no informada,"Pucallpa, Calleria",150 m² tot.,1 dorm.,"S/ 1,550"
Jirón JOSÉ COSSIO S/N,"Magdalena, Lima",90 m² tot.,2 dorm.,"S/ 3,573 · USD 900"
CALLE COCOTEROS 430,"Victor Larco Herrera, Trujillo",108 m² tot.,4 dorm.,"S/ 4,000 · USD 1,061"
Dirección no informada,"Pueblo Libre, Lima",65 m² tot.,2 dorm.,"S/ 1,400"
28 DE JULIO 373,"Leuro, Miraflores",110 m² tot.,2 dorm.,"S/ 4,650 · USD 1,250"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Monte Cedro 305 Santiago de Surco,"Santiago de Surco, Lima",170 m² tot.,3 dorm.,"S/ 3,720 · USD 1,000"
urb las palmas,"Chiclayo, Chiclayo",118 m² tot.,NULL,"S/ 3,800 · USD 1,013"
Francisco de Paula Ugarriza cuadra 7,"Miraflores, Lima",210 m² tot.,7 dorm.,"S/ 8,740 · USD 2,300"
NULL,NULL,NULL,NULL,NULL
"CONDOMINIO PARQUES DEL CHIPE, PIURA","Piura, Piura",89 m² tot.,3 dorm.,"S/ 1,300 · USD 352"
Calle Doña Consuelo,"Santiago de Surco, Lima",83 m² tot.,4 dorm.,"S/ 2,700"
Malecón de la Marina,"Miraflores, Lima",135 m² tot.,2 dorm.,"S/ 6,000 · USD 1,600"
NULL,NULL,NULL,NULL,NULL
Malecón Cisneros,"Miraflores, Lima",280 m² tot.,3 dorm.,"S/ 12,320 · USD 3,200"
Jose Pardo,"Miraflores, Lima",84 m² tot.,2 dorm.,"S/ 3,500 · USD 1,000"
URB. LAS BRISAS DE VILLA. CHORRILLOS,"Chorrillos, Lima",120 m² tot.,2 dorm.,"S/ 2,775 · USD 750"
Av Monte de los Olivos al 500,"Vista Alegre, Santiago de Surco",65 m² tot.,1 dorm.,"S/ 2,000"
Av. Costanera 2576,"San Miguel, Lima",61 m² tot.,3 dorm.,"S/ 1,700 · USD 454"
MALECON OCEAN REEF 800,"Rivera Norte, San Bartolo",111 m² tot.,2 dorm.,"S/ 37,000 · USD 198,000"
"URB. ANGAMOS, PIURA","Piura, Piura",183 m² tot.,8 dorm.,"S/ 3,800 · USD 1,029"
CALLE. OVIEDO,"Mayorazgo, La Molina",60 m² tot.,2 dorm.,"S/ 1,400 · USD 376"
Jiron LOS Arqueologos XXX URB Alamos DE Monterrico,"Santiago de Surco, Lima",419 m² tot.,4 dorm.,"S/ 10,260 · USD 2,700"
AV PARDO 930,"Miraflores, Lima",100 m² tot.,2 dorm.,"S/ 3,050 · USD 184,000"
Amancaes SJL,"Canto Bello, San Juan de Lurigancho",100 m² tot.,4 dorm.,S/ 900 · USD 243
avenida cayma,"Cayma, Arequipa",110 m² tot.,3 dorm.,"S/ 2,200 · USD 135,000"
Telleria,"San Isidro, Lima",172 m² tot.,5 dorm.,"S/ 8,255 · USD 2,200"
CORONEL PEDRO PORTILLO,"San Isidro, Lima",220 m² tot.,4 dorm.,"S/ 6,660 · USD 1,800"
Av. 28 de Julio 314 Miraflores,"Jose Balta, Miraflores",123 m² tot.,3 dorm.,"S/ 5,090 · USD 1,350"
ALT CDRA 6 DE AV UNIVERSITARIA,"San Miguel, Lima",60 m² tot.,2 dorm.,"S/ 1,400"
Los Geranios al 131 Comas,"Lima, Lima",52 m² tot.,3 dorm.,S/ 950
bolognesi 145/ 948963919,"Miraflores, Lima",105 m² tot.,3 dorm.,"S/ 3,800 · USD 1,000"
Avenida Bertolotto 850,"San Miguel, Lima",33 m² tot.,1 dorm.,"S/ 1,750 · USD 466"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
COMANDANTE ESPINAR,"Miraflores, Lima",30 m² tot.,NULL,S/ 950
Jr. Manco Capac,"El Trébol, Los Olivos",90 m² tot.,3 dorm.,"S/ 1,650"
"Av. el Sol Oeste 203, Barranco","Barranco, Lima",43 m² tot.,1 dorm.,"S/ 2,480 · USD 670"
NULL,NULL,NULL,NULL,NULL
Parque Acosta al 200,"San Isidro, Lima",370 m² tot.,4 dorm.,"S/ 15,980 · USD 4,250"
AVENIDA COSTANERA,"Maranga, San Miguel",65 m² tot.,2 dorm.,"S/ 1,700"
Av. Juan XXIII 126,"San Martín de Porres, Lima",95 m² tot.,4 dorm.,S/ 900 · USD 267
NULL,NULL,NULL,NULL,NULL
"ALAMEDA COSTA NORTE 3XX, MZ AE, LOTE 1, URBANIZACION LAS BRISAS","Las Brisas De Villa, Chorrillos",300 m² tot.,3 dorm.,"S/ 8,510 · USD 467,000"
Tomas Edison Cdra 2,"San Isidro, Lima",220 m² tot.,3 dorm.,"S/ 11,470 · USD 3,100"
Calle MONTE UMBROSO -,"Chacarilla Del Estanque, Santiago de Surco",402 m² tot.,4 dorm.,"S/ 9,963 · USD 2,700"
huanchiguaylas,"Ate Vitarte, Lima",60 m² tot.,2 dorm.,"S/ 1,000"
Choquehuanca cdra2,"El Olivar, San Isidro",370 m² tot.,3 dorm.,"S/ 8,000 · USD 1,175,000"
Calle playedes,"La Campiña, Chorrillos",68 m² tot.,NULL,"S/ 1,950"
tarapoto,"Tarapoto, San Martin",1445 m² tot.,3 dorm.,"S/ 7,000 · USD 1,907"
