direccion,distrito,metraje,dormitorios,precio
CARLOS ARRIETA,"Barranco, Lima",61 m² tot.,2 dorm.,"S/ 2,100 · USD 600"
Avenida San Martin 625,"Barranco, Lima",46 m² tot.,1 dorm.,"S/ 2,470 · USD 650"
Av. 28 de Julio 314 Miraflores,"Jose Balta, Miraflores",123 m² tot.,3 dorm.,"S/ 5,090 · USD 1,350"
Av. Malecón de la Reserva 275,"Miraflores, Lima",125 m² tot.,3 dorm.,"S/ 4,180 · USD 1,100"
"Malecón Paul Harris 3,","Barranco, Lima",169 m² tot.,3 dorm.,"S/ 7,600 · USD 2,000"
Av José Pardo al 300,"Miraflores, Lima",115 m² tot.,2 dorm.,"S/ 2,987 · USD 800"
"Calle LAS Tortolas N°380, Urb. LA Pradera.","La Molina, Lima",1319 m² tot.,3 dorm.,"S/ 28,050 · USD 7,500"
MALECON BALTA,"Miraflores, Lima",96 m² tot.,2 dorm.,"S/ 4,125 · USD 1,100"
Malecon Cisneros,"Miraflores, Lima",150 m² tot.,3 dorm.,"S/ 6,750 · USD 1,800"
calle retiro,"Santa Cruz, Miraflores",30 m² tot.,1 dorm.,"S/ 8,000 · USD 2,000"
Calle los Claveles Urb Los Jardines de Naranjal 1,"Los Jazmines De Naranjal, Los Olivos",100 m² tot.,2 dorm.,"S/ 1,300 · USD 350"
por Buenavista,"Chacarilla, San Borja",220 m² tot.,3 dorm.,"S/ 4,900 · USD 1,400"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Av. Arequipa 3060 San Isidro,"El Olivar, San Isidro",60 m² tot.,1 dorm.,"S/ 2,600 · USD 700"
calle conococha urb covida,"Covida, Los Olivos",65 m² tot.,2 dorm.,S/ 850 · USD 230
Av. La Costanera,"La Perla Alta, La Perla",38 m² tot.,1 dorm.,"S/ 1,420 · USD 368"
NULL,NULL,NULL,NULL,NULL
Dirección no informada,"San Borja, Lima",270 m² tot.,4 dorm.,"S/ 7,254 · USD 1,950"
"PUEBLO LIBRE, CIRO ALEGRÍA, LIMA","Pueblo Libre, Lima",300 m² tot.,5 dorm.,"S/ 5,157 · USD 1,400"
Calle LA TOJA,"La Estancia, La Molina",1340 m² tot.,4 dorm.,"S/ 14,880 · USD 4,000"
NULL,NULL,NULL,NULL,NULL
Ventanilla Alta,"Callao, Callao",60 m² tot.,2 dorm.,S/ 650 · USD 175
Avenida el sol 299,"Barranco, Lima",50 m² tot.,1 dorm.,"S/ 2,438 · USD 650"
MARCONI,"San Isidro, Lima",320 m² tot.,5 dorm.,"S/ 11,840 · USD 3,200"
Av. Paso de los Andes 1115,"Pueblo Libre, Lima",93 m² tot.,3 dorm.,"S/ 2,600"
Av. Cerros de Camacho,"Cerros De Camacho, Santiago de Surco",105 m² tot.,2 dorm.,"S/ 6,080 · USD 1,600"
Avenida Bertolotto 850,"San Miguel, Lima",33 m² tot.,1 dorm.,"S/ 1,750 · USD 466"
Alameda del Corregidor La Molina,"Sirius, La Molina",55 m² tot.,1 dorm.,"S/ 1,650"
calle isla ballesta con salaverry,"Punta Hermosa, Lima",160 m² tot.,3 dorm.,"S/ 2,000 · USD 529"
los carolinos,"Miraflores, Lima",149 m² tot.,3 dorm.,"S/ 5,800 · USD 1,550"
"Av Murcia 1, Urb La Estancia Oeste, La Molina","La Molina, Lima",600 m² tot.,4 dorm.,"S/ 16,650 · USD 4,500"
Av Camino Real 9,"San Isidro, Lima",199 m² tot.,3 dorm.,"S/ 7,780 · USD 2,000"
Calle Solitario Sayan 368 San Miguel,"San Miguel, San Miguel",100 m² tot.,3 dorm.,"S/ 2,200"
LOS NOGALES,"Country Club, San Isidro",120 m² tot.,2 dorm.,"S/ 3,300 · USD 900"
Malecon Paul Harris 358,"Confraternidad, Barranco",215 m² tot.,3 dorm.,"S/ 7,068 · USD 559,000"
GENERAL VIDAL MIRAFLORES,"Miraflores, Lima",70 m² tot.,3 dorm.,"S/ 2,200"
AV. SAN BORJA NORTE NRO. 715,"San Borja, Lima",90 m² tot.,2 dorm.,"S/ 2,900 · USD 770"
CARRIQUIRY 894,"San Isidro, Lima",62 m² tot.,2 dorm.,"S/ 2,600 · USD 685"
"Cerca a Jr Echenique, Magdalena","Magdalena, Lima",70 m² tot.,2 dorm.,"S/ 1,450 · USD 388"
Av. Gral. Antonio Álvarez De Arenales 1400,"Lince, Lima",37 m² tot.,1 dorm.,"S/ 1,600 · USD 422"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
AV LOS FAISANES LA CAMPIÑA CHORRILLOS,"La Campiña, Chorrillos",70 m² tot.,3 dorm.,"S/ 1,500 · USD 400"
Av. Central 977,"Santiago de Surco, Lima",90 m² tot.,4 dorm.,"S/ 3,790 · USD 1,000"
Calle CALLE LOS FRESNOS 325 - 801,"San Isidro, Lima",80 m² tot.,1 dorm.,"S/ 3,284 · USD 890"
NULL,NULL,NULL,NULL,NULL
Alameda del crepúsculo,"La Alborada, Santiago de Surco",48 m² tot.,2 dorm.,"S/ 1,300"
Jr Los Cipreses,"Sirius, La Molina",375 m² tot.,5 dorm.,"S/ 9,500 · USD 2,500"
Avenida Paseo de la República 1453,"La Victoria, Lima",39 m² tot.,1 dorm.,"S/ 1,800"
NULL,NULL,NULL,NULL,NULL
Jr. General Córdova 1500 lince,"Lince, Lima",75 m² tot.,3 dorm.,"S/ 2,000 · USD 530"
Santa Maria Del Pinar,"Santa Maria Del Pinar, Piura",100 m² tot.,3 dorm.,"S/ 1,650"
FRANCISCO DE PAULA UGARRIZA 973 zona C San Juan de Miraflores,"San Juan Sector C, San Juan de Miraflores",70 m² tot.,2 dorm.,"S/ 1,100"
Av del Ejército 400 Magdalena,"Magdalena, Lima",49 m² tot.,1 dorm.,"S/ 2,000 · USD 539"
Av Tomás Marsano 2175,"Surquillo, Lima",45 m² tot.,1 dorm.,"S/ 1,850"
AV. A 230,"Rímac, Lima",51 m² tot.,2 dorm.,"S/ 1,100 · USD 300"
Francisco de Padua Ugarriza al 700,"Miraflores, Lima",480 m² tot.,8 dorm.,"S/ 10,040 · USD 2,700"
Avenida Almirante Miguel Grau 1380,"Barranco, Lima",107 m² tot.,2 dorm.,"S/ 4,930 · USD 1,300"
Jr Pietro Torrigiano,"Corpac, San Borja",70 m² tot.,2 dorm.,"S/ 2,000 · USD 520"
Av. Guardia Civil Sur 533,"Chorrillos, Lima",77 m² tot.,3 dorm.,"S/ 1,500"
Av. la Alborada,"Avep, Pueblo Libre",80 m² tot.,1 dorm.,"S/ 1,250"
Calle Las Laderas,"Santiago de Surco, Lima",1030 m² tot.,5 dorm.,"S/ 20,900 · USD 1,600,000"
CALLE LAS MORAS,"Valle Hermoso Residencial, Santiago de Surco",480 m² tot.,5 dorm.,"S/ 6,840 · USD 1,800"
Avenida Ernesto Diez Canseco 540,"San Antonio, Miraflores",150 m² tot.,2 dorm.,"S/ 2,500"
Ocaso,"Pueblo Libre, Lima",45 m² tot.,1 dorm.,"S/ 1,000"
Av. Arequipa al 4700,"Miraflores, Lima",55 m² tot.,1 dorm.,"S/ 3,150 · USD 840"
28 De Julio 263,"Sauzalito, Barranco",84 m² tot.,3 dorm.,"S/ 3,230 · USD 850"
Avenida 28 de Julio 895,"San Antonio, Miraflores",85 m² tot.,3 dorm.,"S/ 3,000 · USD 190,000"
Av. Ricardo Palma,"San Antonio, Miraflores",85 m² tot.,1 dorm.,"S/ 2,800"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Calle Los Halcones 666,"Surquillo, Lima",68 m² tot.,2 dorm.,"S/ 2,400"
Av. Cuba al 1200,"Jesús María, Lima",62 m² tot.,2 dorm.,"S/ 2,500 · USD 680"
Calle Bellavista 325,"Lima, Lima",100 m² tot.,2 dorm.,"S/ 3,200 · USD 844"
NULL,NULL,NULL,NULL,NULL
Garcilazo de la Vega 481,"Salamanca De Monterrico, Ate Vitarte",170 m² tot.,4 dorm.,"S/ 3,200 · USD 855"
Pasaje Santa Rosa 229,"Iv Centenario, Arequipa",130 m² tot.,3 dorm.,"S/ 2,300"
Calle Malecón Armendaríz 211,"Miraflores, Lima",140 m² tot.,2 dorm.,"S/ 4,875 · USD 1,300"
NULL,NULL,NULL,NULL,NULL
Dirección no informada,"Chacarilla Del Estanque, Santiago de Surco",127 m² tot.,3 dorm.,"S/ 4,940 · USD 250,000"
Mz G Lote 15,"Alfonso Cobian, Chaclacayo",200 m² tot.,4 dorm.,"S/ 2,500"
Jirón María José de Arce,"Lima, San Miguel",280 m² tot.,12 dorm.,"S/ 12,000 · USD 520,000"
calle la verbena 315,"La Molina, Lima",130 m² tot.,3 dorm.,"S/ 2,900 · USD 770"
Av. Arequipa 1200,"Santa Beatriz, Lima Cercado",38 m² tot.,1 dorm.,"S/ 1,600"
Calle Las Palomas 120,"Surquillo, Lima",90 m² tot.,3 dorm.,"S/ 2,799 · USD 740"
calle urano 140,"Pueblo Libre, Lima",70 m² tot.,2 dorm.,"S/ 2,000 · USD 539"
Av. Manuel Cipriano Dulanto,"Colmenares, Pueblo Libre",75 m² tot.,2 dorm.,"S/ 2,000"
SAMUEL MARQUEZ,"Miraflores, Lima",180 m² tot.,3 dorm.,"S/ 7,068 · USD 350,000"
urbanización campo real,"Campo Real, Cajamarca",260 m² tot.,7 dorm.,"S/ 5,500"
Hermanos Quintero,"La Castellana, Santiago de Surco",94 m² tot.,3 dorm.,"S/ 3,500"
"Calle Los Mirtos 500, San Eugenio, Lince","San Eugenio, Lince",103 m² tot.,3 dorm.,"S/ 3,900 · USD 1,050"
Av Tomás Marsano 392,"Marsano, Surquillo",57 m² tot.,2 dorm.,"S/ 2,300"
AV LA PAZ 1100,"Miraflores, Lima",214 m² tot.,13 dorm.,"S/ 20,900 · USD 5,500"
Almirante Manuel Villavicencio 1083,"Lince, Lima",89 m² tot.,3 dorm.,"S/ 3,000 · USD 800"
Jirón Huiracocha 2335,"Residencial San Felipe, Jesús María",110 m² tot.,2 dorm.,"S/ 4,100 · USD 1,100"
Calle 54 173,"San Isidro, Lima",155 m² tot.,3 dorm.,"S/ 4,800 · USD 1,265"
Avenida A 220,"Rímac, Lima",7 m² tot.,2 dorm.,"S/ 1,000 · USD 270"
"Jr Los Álamos 300, El Olivar","El Olivar, Callao",67 m² tot.,2 dorm.,"S/ 1,050 · USD 283"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Sirius,"Sirius, La Molina",75 m² tot.,2 dorm.,"S/ 2,405 · USD 650"
Calle Talara,"Punta Hermosa, Punta Hermosa",165 m² tot.,4 dorm.,"S/ 3,526 · USD 750"
"Jr. Mariscal Ramón Castilla 740, San Miguel","San Miguel, Lima",65 m² tot.,NULL,"S/ 2,000"
NULL,NULL,NULL,NULL,NULL
AV. A 230,"Rímac, Lima",51 m² tot.,2 dorm.,"S/ 1,100 · USD 300"
Calle LOS Mirtos al 500,"Lima, Lima",50 m² tot.,1 dorm.,"S/ 2,639 · USD 700"
Jirón Tiravanti 234,"Tiravanti, Barranco",50 m² tot.,2 dorm.,"S/ 1,500"
NULL,NULL,NULL,NULL,NULL
Carlos Tenaud,"Miraflores, Lima",93 m² tot.,2 dorm.,"S/ 2,600 · USD 691"
AV VENEZUELA 1620,"Breña, Breña",75 m² tot.,3 dorm.,"S/ 1,600"
Avenida José Pardo 1051,"Miraflores, Lima",63 m² tot.,2 dorm.,"S/ 3,000"
Calle las Azucenas 3870,"Las Palmeras, Los Olivos",90 m² tot.,3 dorm.,"S/ 2,000"
VELZACO ASTETE,"Mariscal Ramon Castilla, San Borja",69 m² tot.,1 dorm.,"S/ 2,850 · USD 750"
LOS CANARIOS 100,"La Molina, Lima",906 m² tot.,5 dorm.,"S/ 15,263 · USD 4,000"
calle castilla,"Mayorazgo, Ate Vitarte",67 m² tot.,2 dorm.,"S/ 1,500 · USD 405"
Calle Las Flores 399,"San Isidro, Lima",120 m² tot.,3 dorm.,"S/ 4,900 · USD 1,300"
Calle los Negocios,"Surquillo, Lima",41 m² tot.,1 dorm.,"S/ 1,820"
Julio Cetello 400,"San Miguel, Lima",30 m² tot.,1 dorm.,S/ 950 · USD 250
"Calle Prol. Cayetano Heredia 105, Pueblo Libre","Pueblo Libre, Lima",70 m² tot.,3 dorm.,"S/ 2,100 · USD 560"
Alameda De Ate 2 Etapa,"Alameda De Ate, Santa Anita",58 m² tot.,2 dorm.,"S/ 1,000"
Calle Los Halcones 569,"Jardines De Aramburu, Surquillo",35 m² tot.,1 dorm.,"S/ 1,200 · USD 320"
Calle Redon 1,"San Borja Norte, San Borja",30 m² tot.,1 dorm.,"S/ 1,150"
Calle Cerro Verde 469,"San Ignacio De Monterrico, Santiago de Surco",203 m² tot.,4 dorm.,"S/ 3,500"
calle huinco 200,"La Molina, Lima",65 m² tot.,1 dorm.,"S/ 1,900 · USD 500"
Doña Cecilia 142,"Los Rosales, Santiago de Surco",60 m² tot.,NULL,"S/ 1,500"
Rubens San Borja,"San Borja Norte, San Borja",70 m² tot.,2 dorm.,"S/ 2,290 · USD 612"
Felipe Pardo y Aliaga,"Villa Los Angeles, Los Olivos",135 m² tot.,3 dorm.,"S/ 1,950"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Calle Los Manglares 753,"Ariosto Matellini, Chorrillos",120 m² tot.,3 dorm.,"S/ 2,000"
Avenida Prolongación Javier Prado Este 9002,"Ate Vitarte, Lima",120 m² tot.,3 dorm.,"S/ 1,550"
Juan Fanning,"Miraflores, Lima",90 m² tot.,2 dorm.,"S/ 3,154 · USD 830"
NULL,NULL,NULL,NULL,NULL
CANARIOS,"La Pradera, La Molina",906 m² tot.,4 dorm.,"S/ 14,960 · USD 1,350,000"
Las Acacias,"Santa Victoria, Chiclayo",280 m² tot.,6 dorm.,"S/ 12,000 · USD 3,200"
Alvarez Calderon 575,"Santa Isabel, San Isidro",150 m² tot.,3 dorm.,"S/ 5,872 · USD 1,600"
NULL,NULL,NULL,NULL,NULL
jirón inclan 222,"Magdalena, Lima",141 m² tot.,3 dorm.,"S/ 3,500 · USD 226,667"
Avenida Brasil,"Pueblo Libre, Lima",58 m² tot.,2 dorm.,"S/ 2,100"
Av. Militar 2561 departamento 202,"Lince, Lima",60 m² tot.,2 dorm.,"S/ 1,900"
Calle Libertadores 607,"San Isidro, Lima",235 m² tot.,3 dorm.,"S/ 8,369 · USD 470,000"
Avenida Malecon Grau 1321,"Chorrillos, Lima",120 m² tot.,3 dorm.,"S/ 4,500 · USD 1,200"
"Jr. Venus 1030, Pueblo Libre","Pueblo Libre, Lima",99 m² tot.,3 dorm.,"S/ 2,300 · USD 622"
Toledo 240,"La Capilla, La Molina",200 m² tot.,3 dorm.,"S/ 2,200"
"jr, Comandante Jimenez al 400","Lima, Lima",90 m² tot.,2 dorm.,"S/ 2,950 · USD 796"
Toledo,"Pueblo Libre, Lima",80 m² tot.,3 dorm.,"S/ 1,900"
Calle los keroz,"Alameda Sur, Chorrillos",300 m² tot.,3 dorm.,"S/ 1,800"
Jr Mateo Pumacahua,"Santa Patricia Etapa Iii, La Molina",243 m² tot.,4 dorm.,"S/ 6,600 · USD 1,750"
Condominio sol de Collique block E,"Comas, Comas",57 m² tot.,3 dorm.,S/ 750 · USD 215
EL MASTIL 590,"Las Lagunas De La Molina, La Molina",286 m² tot.,4 dorm.,"S/ 8,500 · USD 2,300"
Av. Arequipa al 2400,"Lima, Lima",45 m² tot.,1 dorm.,"S/ 2,100 · USD 557"
Jirón César Vallejo,"Prolongacion Benavides, Santiago de Surco",166 m² tot.,3 dorm.,"S/ 3,500 · USD 920"
Avenida Militar,"Lince, Lima",50 m² tot.,1 dorm.,"S/ 1,600"
av el carmen 520,"Santiago de Surco, Lima",80 m² tot.,2 dorm.,"S/ 1,744 · USD 440"
EMRIQUE CAMINO BRENT,"Aurora, Miraflores",110 m² tot.,3 dorm.,"S/ 3,690 · USD 980"
Rafael Escardo 1000,"San Miguel, Lima",360 m² tot.,5 dorm.,"S/ 9,500 · USD 2,500"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
AV San Martin 818,"Leuro, Miraflores",100 m² tot.,3 dorm.,"S/ 2,800 · USD 750"
Jr. Las Crucinelas 809,"Las Flores, San Juan de Lurigancho",100 m² tot.,3 dorm.,"S/ 1,150"
"Gral. Orbegoso, Breña","Breña, Lima",40 m² tot.,1 dorm.,S/ 900
NULL,NULL,NULL,NULL,NULL
Av pardo 1124,"Santa Cruz, Miraflores",160 m² tot.,4 dorm.,"S/ 5,700 · USD 1,500"
alonso de molina cuadra 11,"Orion, Santiago de Surco",125 m² tot.,3 dorm.,"S/ 3,420 · USD 900"
guardia civil,"Santiago de Surco, Lima",70 m² tot.,2 dorm.,"S/ 2,000 · USD 470"
NULL,NULL,NULL,NULL,NULL
Larraburre y Unanue 100,"Santa Beatriz, Jesús María",60 m² tot.,2 dorm.,"S/ 2,900 · USD 780"
Calle Manuel Scorza,"San Borja, Lima",145 m² tot.,3 dorm.,"S/ 3,200"
av. boca negra,"Sesquicentenario, Callao",100 m² tot.,2 dorm.,"S/ 1,100 · USD 300"
Jr. López Albujar 1498 / Vernal 504,"Las Brisas, Lima Cercado",125 m² tot.,3 dorm.,"S/ 2,600"
Jr. Daniel Alomía Robles,"Alamos De Monterrico, Santiago de Surco",89 m² tot.,2 dorm.,"S/ 3,200"
manuel freyre santander,"San Antonio, Miraflores",229 m² tot.,3 dorm.,"S/ 4,900 · USD 350,000"
Avenida Sucre 455,"Magdalena, Lima",77 m² tot.,2 dorm.,"S/ 2,000"
general cordova,"Miraflores, Lima",84 m² tot.,3 dorm.,"S/ 3,200 · USD 845"
carlos cueto fernandini mz f2 lt 22 ui 04,"Los Olivos, Lima",90 m² tot.,3 dorm.,"S/ 1,300 · USD 350"
Jiron San Martin 635,"San Miguel, Lima",75 m² tot.,2 dorm.,"S/ 1,550 · USD 410"
Calle Navarra 255,"Mayorazgo, Ate Vitarte",92 m² tot.,3 dorm.,"S/ 1,800"
Roentgen,"La Calera De La Merced, Surquillo",70 m² tot.,2 dorm.,"S/ 2,300"
Senda el Sol 118,"Arco Iris, Pueblo Libre",70 m² tot.,2 dorm.,"S/ 1,650"
"Entre basadre y javier prado, San Isidro","San Isidro, Lima",302 m² tot.,4 dorm.,"S/ 19,612 · USD 5,250"
Calle Luis Pasteur,"Risso, Lince",60 m² tot.,1 dorm.,"S/ 2,920 · USD 780"
Calle Gonzáles Larrañaga,"San Antonio, Miraflores",349 m² tot.,5 dorm.,"S/ 10,640 · USD 2,800"
CALLE PACHACUTEC 2062,"Jesús María, Lima",105 m² tot.,3 dorm.,"S/ 2,950 · USD 780"
"Avenida Paseo de la República No. 2199, Santa Catalina - La Victoria","Santa Catalina, La Victoria",41 m² tot.,1 dorm.,"S/ 1,750"
JIRON EL SOL 385,"El Sol De La Molina Et.1, La Molina",1370 m² tot.,3 dorm.,S/ 800 · USD 200
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
"Edificio Los Eucaliptos Ingreso 2, Residencial San Felipe al 200","Jesús María, Lima",133 m² tot.,4 dorm.,"S/ 3,500 · USD 923"
Juan Fanning 109,"Barranco, Lima",57 m² tot.,1 dorm.,"S/ 2,700 · USD 712"
Calle José Gonzáles 384,"Leuro, Miraflores",100 m² tot.,3 dorm.,"S/ 3,300 · USD 900"
NULL,NULL,NULL,NULL,NULL
av Juan de Arona 110,"San Isidro, Lima",45 m² tot.,1 dorm.,"S/ 2,720 · USD 730"
Calle los negocios surquillo,"Surquillo, Lima",74 m² tot.,3 dorm.,"S/ 2,200 · USD 590"
Jirón José Bernardo Alcedo 717,"S/n, Lince",40 m² tot.,1 dorm.,"S/ 1,400"
NULL,NULL,NULL,NULL,NULL
Avenida la Merced 542,"Santiago de Surco, Lima",160 m² tot.,3 dorm.,"S/ 4,300 · USD 1,100"
JR LA LUNA 130,"San Roque, Santiago de Surco",90 m² tot.,2 dorm.,"S/ 2,000 · USD 523"
ALAMEDA LOS ABANICOS,"La Encantada De Villa, Chorrillos",460 m² tot.,4 dorm.,"S/ 11,470 · USD 3,100"
Avenida Javier Prado Oeste & Calle Los Laureles,"Country Club, San Isidro",60 m² tot.,2 dorm.,"S/ 3,300"
Calle Martin de Porras 109 departamento 44 Urb. Jardín San Isidro,"San Isidro, Lima",44 m² tot.,1 dorm.,"S/ 1,600"
Jirón Enrique Seoane 488,"San Borja, Lima",90 m² tot.,3 dorm.,"S/ 2,300"
Av Horacio Urteaga 722,"Jesús María, Lima",90 m² tot.,3 dorm.,"S/ 2,600"
Avenida los dominicos 867,"Callao, Callao",85 m² tot.,3 dorm.,"S/ 1,350 · USD 364"
Av la floresta 435,"Chacarilla Del Estanque, Santiago de Surco",200 m² tot.,3 dorm.,"S/ 6,700 · USD 1,800"
palmeras,"San Isidro, Lima",189 m² tot.,3 dorm.,"S/ 4,637 · USD 1,250"
Mz. i Lt.19 Calle la fortaleza,"La Estrella, Los Olivos",80 m² tot.,2 dorm.,"S/ 1,300"
Avenida las Gaviotas 2017,"Villa El Contador, Santiago de Surco",100 m² tot.,4 dorm.,"S/ 1,900"
Jirón aguilar,"Cercado De Huanuco, Huanuco",89 m² tot.,2 dorm.,"S/ 1,800"
Av. Guardia Civil 861,"La Campiña, Chorrillos",66 m² tot.,3 dorm.,"S/ 1,500"
Los portales de mitopampa,"Los Portales De Mitopampa, Amarilis",140 m² tot.,4 dorm.,"S/ 1,800"
Aurelio Miro Quesada 630 San Isidro,"Golf, San Isidro",180 m² tot.,3 dorm.,"S/ 8,900 · USD 2,300"
jose aguilar,"San Miguel, Lima",160 m² tot.,5 dorm.,"S/ 5,000 · USD 1,344"
av Arequipa al 1500,"Lima, Lima",45 m² tot.,1 dorm.,"S/ 2,100 · USD 555"
Av. Los Ingenieros,"Santa Patricia Etapa Ii, La Molina",110 m² tot.,3 dorm.,"S/ 2,200 · USD 594"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Jirón Fedelli 101,"San Ignacio, Barranco",78 m² tot.,2 dorm.,"S/ 3,400 · USD 890"
Pasaje Piura mz j Lote 23 Urbanización Callao,"Callao, Callao",126 m² tot.,3 dorm.,"S/ 1,300 · USD 350"
Av. Militar departamento,"Lince, Lima",70 m² tot.,3 dorm.,"S/ 2,000 · USD 520"
NULL,NULL,NULL,NULL,NULL
Calle Cadiz 130,"Mayorazgo, Ate Vitarte",130 m² tot.,3 dorm.,"S/ 2,050 · USD 560"
Calle Galeón,"Chacarilla Del Estanque, San Borja",80 m² tot.,1 dorm.,"S/ 3,000 · USD 800"
Pasaje Teniente Paiva,"Lima Cercado, Lima",30 m² tot.,1 dorm.,"S/ 1,100 · USD 295"
NULL,NULL,NULL,NULL,NULL
jiron santa maria 317,"Villa María del Triunfo, Lima",90 m² tot.,3 dorm.,"S/ 1,300 · USD 350"
poeta de la rivera,"La Encantada De Villa, Chorrillos",1021 m² tot.,4 dorm.,"S/ 11,340 · USD 3,000"
CERRO PIETRO,"San Ignacio De Monterrico, Santiago de Surco",289 m² tot.,5 dorm.,"S/ 6,400 · USD 1,700"
av Brasil 3205,"Oyague, Magdalena",87 m² tot.,3 dorm.,"S/ 2,400 · USD 633"
Av. José Leguía y Meléndez 15,"El Carmen, Pueblo Libre",75 m² tot.,2 dorm.,"S/ 1,800"
Jiron San Martin 635,"San Miguel, Lima",75 m² tot.,2 dorm.,"S/ 1,550 · USD 410"
Parque San Martín,"San Martin, Pueblo Libre",90 m² tot.,3 dorm.,"S/ 2,600"
Los Ficus,"Alto Los Ficus, Santa Anita",55 m² tot.,1 dorm.,S/ 900
Av.boulevard de surco San borja,"San Borja Norte, San Borja",268 m² tot.,3 dorm.,"S/ 6,750 · USD 1,800"
Jiron San Martin 635,"San Miguel, Lima",75 m² tot.,2 dorm.,"S/ 1,550 · USD 410"
AV. Tomasal al 600,"Santiago de Surco, Lima",159 m² tot.,3 dorm.,"S/ 4,488 · USD 1,200"
Dirección no informada,"Jesús María, Lima",105 m² tot.,3 dorm.,"S/ 1,600"
Dirección no informada,"Pachacamac, Lima",84 m² tot.,3 dorm.,"S/ 1,100 · USD 290"
Los postes /Santa Rosa,"Los Jardines De San Juan, San Juan de Lurigancho",95 m² tot.,2 dorm.,"S/ 1,100"
Dirección no informada,"Lince, Lima",40 m² tot.,1 dorm.,"S/ 1,300"
Av. Republica de Portugal,"Breña, Lima",85 m² tot.,3 dorm.,"S/ 1,700 · USD 447"
av boulevard 148,"El Polo, Santiago de Surco",99 m² tot.,3 dorm.,"S/ 3,500"
Av Francisco Tudela Y Varela al 100,"San Isidro, Lima",408 m² tot.,3 dorm.,"S/ 13,020 · USD 3,500"
"Av. El Ejercito, Miraflores","Miraflores, Lima",600 m² tot.,13 dorm.,"S/ 8,118 · USD 2,200"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Condominio Moravia I,"Mala, Cañete",183 m² tot.,6 dorm.,"S/ 3,780 · USD 1,000"
Calle Las Tortolas 2,"La Pradera, La Molina",1030 m² tot.,4 dorm.,"S/ 16,650 · USD 1,780,000"
Av. Jorge Basadre 1000,"Country Club, San Isidro",490 m² tot.,4 dorm.,"S/ 13,125 · USD 750,000"
NULL,NULL,NULL,NULL,NULL
Alameda José León Barandiaran 5,"La Planicie, La Molina",600 m² tot.,4 dorm.,"S/ 14,900 · USD 4,000"
"Otuzco 145, Santiago de Surco","Santiago de Surco, Lima",300 m² tot.,3 dorm.,"S/ 9,400 · USD 2,600"
"Lizardo Alzamora Oeste, San Isidro","San Isidro, Lima",236 m² tot.,3 dorm.,"S/ 10,730 · USD 2,900"
NULL,NULL,NULL,NULL,NULL
CALLE BELAIR 3,"Rinconada Alta Etapa I, La Molina",5300 m² tot.,7 dorm.,"S/ 37,300 · USD 10,000"
Calle teniente José Romanet,"Santa Monica, San Isidro",210 m² tot.,5 dorm.,"S/ 17,000 · USD 1,120,000"
"Las Lagunas, La Molina","Las Lagunas, La Molina",250 m² tot.,3 dorm.,"S/ 8,190 · USD 2,250"
Av. LAGUNA GRANDE 1000,"Las Lagunas De La Molina, La Molina",1000 m² tot.,4 dorm.,"S/ 35,500 · USD 3,100,000"
Calle Gavilanes,"San Isidro, Lima",500 m² tot.,NULL,"S/ 21,268 · USD 5,500"
"Av. El Ejercito, Miraflores","Miraflores, Lima",600 m² tot.,13 dorm.,"S/ 8,118 · USD 2,200"
Av. Coronel Portillo 694,"Santa Ana, San Isidro",768 m² tot.,10 dorm.,"S/ 19,910 · USD 5,500"
Ricardo Palma,"Chosica (Lurigancho), Lima",4000 m² tot.,4 dorm.,"S/ 21,600 · USD 6,000"
Cerros de Camacho,"Golf Los Incas, Santiago de Surco",590 m² tot.,4 dorm.,"S/ 14,720 · USD 990,000"
"Chacarilla, San Borja","San Borja, Lima",382 m² tot.,3 dorm.,"S/ 12,950 · USD 2,200,000"
El Silencio,"Punta Hermosa, Lima",85 m² tot.,2 dorm.,"S/ 19,500 · USD 5,000"
Condominio Miramar - SAN Bartolo,"San Bartolo, Lima",55 m² tot.,2 dorm.,"S/ 4,512 · USD 1,200"
Cerros de Camacho 3,"Cerros De Camacho, Santiago de Surco",582 m² tot.,4 dorm.,"S/ 14,720 · USD 990,000"
Callao,"Callao, Lima",65 m² tot.,3 dorm.,"S/ 1,500 · USD 384"
Av. Parque Armendariz 159 - Miraflores,"Armendariz, Miraflores",127 m² tot.,2 dorm.,"S/ 9,250 · USD 2,500"
Av. Circunvalacion Golf LOS Incas,"Santiago de Surco, Lima",11 m² tot.,6 dorm.,"S/ 18,000 · USD 4,500"
