tipo_de_inmueble,direccion,area_construida,area_total,pisos,dormitorios,baños,cochera,precio_soles,precio_dolares
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Miguel",52.58,52.58,11,2,2,0,1500,403
CASA URBANA EN VENTA,"Lima, Lima, Villa el Salvador",108.0,205.0,3,4,3,0,500850,135000
CASA URBANA EN VENTA,"Piura, Piura, Veintiseis de Octubre",240.0,416.0,3,10,6,1,890400,240000
CASA DE CAMPO EN VENTA,"Lima, Lima, Chaclacayo",200.0,105.0,0,4,2,0,589890,159000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",101.0,244.0,1,3,3,2,1168650,315000
CASA DE CAMPO EN VENTA,"Cusco, Cusco, San Jeronimo",1.0,200.0,2,3,2,5,1966300,530000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Carabayllo",63.57,127.14,5,3,2,0,129850,35000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",222.0,222.0,5,5,4,1,738290,199000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",195.0,195.0,9,3,3,3,1669500,450000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Mariano Melgar",207.38,207.38,1,1,4,1,897820,242000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Los Olivos",82.0,0.0,4,2,1,0,1000,268
CASA EN VENTA,"Cusco, Cusco, Cusco",138.62,0.0,3,3,2,0,1484000,400000
CASA EN VENTA,"Lima, Lima, San Miguel",0.0,0.0,3,5,3,3,1484000,400000
DEPARTAMENTO FLAT EN VENTA,"Lambayeque, Chiclayo, Chiclayo",66.86,66.86,2,3,2,0,207760,56000
CASA URBANA EN VENTA,"Lima, Lima, Villa el Salvador",108.0,205.0,3,4,3,0,500850,135000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",222.0,222.0,5,5,4,1,738290,199000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",105.27,105.27,3,3,3,0,181790,49000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lima",67.93,0.0,5,3,2,0,340000,91397
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",90.0,87.0,3,2,1,1,2110,569
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Bartolo",73.0,80.0,1,3,2,1,3153,850
CASA EN VENTA,"Lima, Lima, Lurin",120.0,130.0,2,3,3,0,853300,230000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",107.0,53.5,6,2,3,2,756840,204000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",65.0,65.0,4,3,2,1,463750,125000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",100.0,120.0,1,3,1,0,482296,129999
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lima",68.55,68.55,13,3,2,0,350000,94086
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Arequipa",174.0,234.25,5,3,3,2,1038800,280000
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, La Perla",133.92,133.92,2,4,2,0,389550,105000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, La Molina",115.0,115.0,1,3,2,2,4081,1100
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",132.0,218.34,3,6,4,1,730870,197000
CASA EN VENTA,"Lima, Lima, Comas",89.0,425.0,5,15,10,1,775390,209000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",66.06,66.06,1,2,2,1,673977,181665
CASA URBANA EN VENTA,"Lima, Lima, Lurin",319.0,420.0,2,11,12,1,779100,210000
DEPARTAMENTO EN VENTA,"Cusco, Cusco, Cusco",120.0,120.0,1,3,3,1,371000,100000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",103.29,210.92,3,6,4,0,871850,235000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",75.17,75.17,9,3,2,1,448910,121000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",145.85,149.16,5,3,3,2,916370,247000
CASA URBANA EN VENTA,"Lima, Lima, San Borja",253.65,246.2,2,4,3,2,2040500,550000
MINIDEPARTAMENTO EN ALQUILER,"Lima, Lima, Santiago de Surco",54.0,54.0,0,1,1,0,2300,618
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",53.04,53.04,4,1,1,0,266749,71900
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",66.06,66.06,1,2,2,1,673977,181665
CASA DE CAMPO EN VENTA,"Cusco, Cusco, San Jeronimo",1.0,200.0,2,3,2,5,1966300,530000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",105.27,105.27,3,3,3,0,181790,49000
CASA EN VENTA,"Lima, Cañete, Cerro Azul",120.0,136.0,1,2,2,1,278250,75000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",98.0,98.0,2,3,1,0,389550,105000
DEPARTAMENTO EN VENTA,"Cusco, Cusco, San Jeronimo",115.0,153.0,4,3,2,1,389550,105000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",167.0,260.0,10,3,3,1,1001700,270000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",139.0,139.0,5,4,2,2,1094450,295000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",52.48,62.02,1,1,1,1,573473,154575
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Comas",115.0,115.0,4,3,2,0,1200,322
CASA URBANA EN VENTA,"Arequipa, Caylloma, Majes",208.28,200.0,2,5,3,2,630700,170000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",50.0,50.0,7,1,1,0,420714,113400
DEPARTAMENTO EN VENTA,"Lima, Lima, Surquillo",73.5,73.5,5,3,2,1,463750,125000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",139.0,139.0,5,4,2,2,1094450,295000
MINIDEPARTAMENTO EN VENTA,"Piura, Piura, Piura",87.5,87.5,3,2,2,1,374710,101000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",59.37,70.48,1,1,1,1,650351,175297
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",53.9,64.0,1,1,1,1,590502,159165
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",52.48,62.02,1,1,1,1,573473,154575
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",48.34,57.46,1,1,1,1,529899,142830
MINIDEPARTAMENTO EN VENTA,"Piura, Piura, Piura",85.7,85.7,4,2,2,1,389550,105000
DEPARTAMENTO FLAT EN VENTA,"Piura, Piura, Piura",101.85,101.85,4,3,2,1,426650,115000
MINIDEPARTAMENTO EN VENTA,"Piura, Piura, Piura",87.5,87.5,2,2,2,1,367290,99000
DEPARTAMENTO EN VENTA,"Cusco, Cusco, San Jeronimo",115.0,153.0,3,3,2,0,408100,110000
DEPARTAMENTO EN VENTA,"Cusco, Cusco, San Jeronimo",115.0,153.0,4,3,2,1,389550,105000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",194.0,194.0,5,3,4,2,1669500,450000
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",120.0,300.0,3,8,3,1,370996,99999
CASA EN VENTA,"Lima, Lima, San Martin de Porres",0.0,0.0,4,2,1,0,133189,35900
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",144.0,144.0,3,3,3,1,841799,226900
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",75.0,75.0,3,3,2,0,333529,89900
CASA URBANA EN VENTA,"Lima, Lima, La Molina",375.0,246.0,2,5,4,2,2522800,680000
DEPARTAMENTO TRIPLEX EN VENTA,"Lima, Lima, Santiago de Surco",119.0,119.0,3,4,3,2,704900,190000
CASA EN VENTA,"Lima, Lima, San Martin de Porres",0.0,0.0,4,2,1,0,133189,35900
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Yanahuara",108.21,115.59,3,3,3,1,2200,591
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",52.48,62.02,1,1,1,1,573473,154575
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",90.0,360.0,4,17,15,0,630700,170000
MINIDEPARTAMENTO EN VENTA,"Piura, Piura, Piura",87.5,87.5,2,2,2,1,367290,99000
MINIDEPARTAMENTO EN VENTA,"Piura, Piura, Piura",85.7,85.7,4,2,2,1,389550,105000
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, Trujillo",131.55,140.0,2,4,2,0,463750,125000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",48.34,57.46,1,1,1,1,529899,142830
DEPARTAMENTO FLAT EN VENTA,"Piura, Piura, Piura",101.85,101.85,4,3,2,1,426650,115000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Miraflores",111.39,111.39,5,3,2,1,382130,103000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",53.9,64.0,1,1,1,1,590502,159165
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Juan de Lurigancho",115.0,115.0,2,3,2,0,233730,63000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lince",58.0,58.0,4,2,2,0,371000,100000
DEPARTAMENTO EN VENTA,"Lima, Lima, Surquillo",73.5,73.5,5,3,2,1,463750,125000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",75.0,75.0,3,3,2,0,333529,89900
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",139.0,139.0,5,4,2,2,1094450,295000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",59.37,70.48,1,1,1,1,650351,175297
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",142.0,142.0,1,2,2,1,415520,112000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",100.0,148.0,5,2,2,1,1068480,288000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",167.0,260.0,10,3,3,1,1001700,270000
MINIDEPARTAMENTO EN VENTA,"Piura, Piura, Piura",87.5,87.5,3,2,2,1,374710,101000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Carabayllo",105.0,105.0,3,2,1,0,900,241
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",73.2,73.2,8,3,2,1,441293,118947
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Surquillo",92.0,92.0,10,3,2,1,582470,157000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Punta Hermosa",211.47,211.47,4,3,3,2,1310687,353285
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",160.0,120.0,1,0,0,0,185500,50000
CASA EN VENTA,"Lima, Lima, San Juan de Lurigancho",150.0,140.0,2,3,2,0,556500,150000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",73.2,73.2,8,3,2,1,441293,118947
DEPARTAMENTO EN VENTA,"Lima, Lima, Los Olivos",80.5,80.5,3,3,2,0,363580,98000
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Callao",54.65,54.65,4,3,2,0,196630,53000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",130.48,217.28,7,2,3,1,1532100,412965
CASA URBANA EN VENTA,"Ica, Chincha, Pueblo Nuevo",120.0,120.0,2,4,4,1,289380,78000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",120.0,120.0,2,3,2,0,556500,150000
DEPARTAMENTO EN VENTA,"Lima, Lima, Carabayllo",79.94,0.0,2,2,1,0,204050,55000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Carabayllo",72.28,72.28,4,2,1,0,166950,45000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Lima",137.0,137.0,4,3,2,1,445200,120000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",70.0,70.0,4,3,2,0,278250,75000
DEPARTAMENTO TRIPLEX EN VENTA,"Lima, Lima, San Miguel",160.0,160.0,3,4,3,0,519400,140000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",93.0,0.0,2,3,2,1,552790,149000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Isidro",120.0,166.0,10,3,4,1,927500,250000
DEPARTAMENTO FLAT EN VENTA,"Cusco, Cusco, Cusco",104.0,104.0,4,3,2,0,556500,150000
CASA URBANA EN VENTA,"Ica, Chincha, Pueblo Nuevo",120.0,120.0,2,4,4,1,289380,78000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Punta Hermosa",211.47,211.47,4,3,3,2,1310687,353285
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",34.55,34.55,4,1,1,0,241150,65000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",181.77,215.26,1,3,3,3,1706600,460000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",93.0,0.0,2,3,2,1,552790,149000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",130.48,217.28,7,2,3,1,1532100,412965
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Callao",54.65,54.65,4,3,2,0,196630,53000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",73.2,73.2,8,3,2,1,441293,118947
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",85.0,0.0,3,2,2,0,399000,107258
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Cerro Colorado",63.0,63.0,4,3,2,1,304220,82000
CASA URBANA EN VENTA,"Ica, Chincha, Alto Laran",78.0,70.0,1,2,1,1,222600,60000
CASA DE CAMPO EN ALQUILER,"Lima, Lima, Chaclacayo",1.0,220.0,2,3,3,3,3300,887
DEPARTAMENTO EN VENTA,"Lima, Lima, Surquillo",66.0,66.0,4,2,2,0,430360,116000
CASA URBANA EN VENTA,"Lima, Lima, Lima",294.0,400.0,2,4,0,1,1669500,450000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",90.0,90.0,1,2,1,0,437780,118000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Puente Piedra",62.78,62.78,3,3,2,0,100000,26881
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",110.04,134.49,1,4,3,0,816200,220000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",60.0,60.0,3,1,1,0,550,147
CASA URBANA EN VENTA,"Lima, Lima, San Miguel",203.0,262.0,2,4,3,1,1484000,400000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",83.02,83.02,9,3,2,1,437780,118000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",137.0,137.0,2,3,2,1,734580,198000
DEPARTAMENTO FLAT EN VENTA,"Cusco, Cusco, Santiago",67.91,0.0,4,2,2,0,263410,71000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",179.0,179.0,4,3,3,1,1038800,280000
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",200.0,110.0,2,2,2,0,593600,160000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Comas",65.0,65.0,3,1,1,0,800,215
CASA URBANA EN VENTA,"Lima, Lima, Chorrillos",176.0,124.0,1,3,1,1,816200,220000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",105.99,115.44,2,3,2,0,537950,145000
DEPARTAMENTO FLAT EN VENTA,"Junin, Huancayo, Huancayo",65.14,68.44,3,2,1,0,175000,47043
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",105.99,105.99,3,3,2,0,519400,140000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",124.18,124.18,4,3,2,1,593600,160000
CASA EN VENTA,"Lima, Lima, Comas",100.0,100.0,0,1,1,1,278250,75000
CASA EN VENTA,"Lima, Lima, Comas",115.23,110.11,1,3,2,0,296800,80000
CASA URBANA EN VENTA,"Arequipa, Islay, Mollendo",252.5,247.0,3,4,2,2,511980,138000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",163.64,246.17,1,3,4,1,1805471,486650
CASA URBANA EN VENTA,"Arequipa, Arequipa, Paucarpata",100.0,246.0,3,6,4,1,810635,218500
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Punta Hermosa",205.92,205.92,3,3,3,2,1278466,344600
DEPARTAMENTO FLAT EN VENTA,"Junin, Huancayo, Huancayo",75.05,78.34,3,2,1,0,200000,53763
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",167.25,154.71,2,4,2,2,1109290,299000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Chaclacayo",90.0,90.0,1,2,3,0,1500,403
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Chaclacayo",90.0,90.0,1,2,3,0,1500,403
CASA EN VENTA,"Lima, Lima, Comas",100.0,100.0,0,1,1,1,278250,75000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",113.64,113.64,5,2,3,1,949760,256000
CASA URBANA EN VENTA,"Arequipa, Islay, Mollendo",252.5,247.0,3,4,2,2,511980,138000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",58.78,58.78,8,3,2,0,178080,48000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",64.0,64.0,14,2,2,1,363580,98000
DEPARTAMENTO EN VENTA,"Lima, Lima, Ate",59.63,59.63,2,3,1,0,345030,93000
DEPARTAMENTO DE PLAYA EN VENTA,"Lima, Lima, Punta Hermosa",125.46,125.46,1,3,2,2,861094,232101
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Punta Hermosa",205.92,205.92,3,3,3,2,1278466,344600
CASA URBANA EN VENTA,"Lima, Lima, San Miguel",160.0,350.0,4,8,8,1,1836450,495000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Paucarpata",100.0,246.0,3,6,4,1,810635,218500
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",124.18,124.18,4,3,2,1,593600,160000
CASA DE PLAYA EN VENTA,"Lima, Lima, Lurin",410.0,143.0,1,3,3,1,723450,195000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",76.58,56.78,13,2,2,0,654377,176382
CASA EN VENTA,"Lima, Lima, San Juan de Lurigancho",75.0,275.0,2,2,2,0,519400,140000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",167.25,154.71,2,4,2,2,1109290,299000
CASA DE PLAYA EN VENTA,"Lima, Lima, Punta Hermosa",200.7,230.55,3,6,3,4,537950,145000
CASA URBANA EN VENTA,"Lima, Lima, Chorrillos",176.0,124.0,1,3,1,1,816200,220000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lima",70.01,70.02,15,3,2,0,265000,71236
CASA EN VENTA,"Lima, Lima, La Molina",200.0,276.0,3,4,2,2,1409800,380000
DEPARTAMENTO EN VENTA,"Lima, Lima, Los Olivos",159.74,124.57,4,3,2,0,252280,68000
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, La Esperanza",49.78,54.24,3,2,2,0,145000,38978
DEPARTAMENTO EN VENTA,"Lima, Lima, Barranco",145.0,145.0,0,3,2,1,1195083,322125
CASA EN VENTA,"Lima, Cañete, Asia",115.0,195.0,3,4,4,1,667800,180000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Carabayllo",72.2,72.2,3,2,1,0,185500,50000
CASA URBANA EN VENTA,"Lima, Lima, Villa el Salvador",100.0,300.0,3,4,4,0,400680,108000
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, La Esperanza",54.27,58.27,4,2,2,0,140000,37634
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",62.0,62.0,9,3,2,0,326480,88000
DEPARTAMENTO EN VENTA,"Lima, Lima, Los Olivos",159.74,124.57,4,3,2,0,252280,68000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Jesus Maria",120.0,120.0,2,3,2,0,426650,115000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",45.85,45.85,4,1,1,0,467786,126088
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cerro Colorado",68.89,86.64,6,2,2,1,332045,89500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",66.06,66.06,1,2,2,0,673977,181665
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",59.37,70.48,0,1,1,0,650355,175298
CASA EN VENTA,"Lima, Lima, La Molina",200.0,276.0,3,4,2,2,1409800,380000
CASA URBANA EN VENTA,"Lima, Lima, Lince",83.75,172.23,3,4,2,0,890400,240000
DEPARTAMENTO FLAT EN VENTA,"Cusco, Cusco, San Jeronimo",150.9,150.9,0,0,0,0,630700,170000
CASA EN VENTA,"Lima, Prov. Const. Del Callao, Bellavista",229.0,383.0,0,4,3,1,1335600,360000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",72.0,72.0,6,2,1,1,2968,800
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",124.0,233.0,3,5,4,1,967382,260750
CASA URBANA EN VENTA,"Lima, Lima, La Victoria",53.38,53.38,4,4,4,0,519400,140000
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",168.0,681.58,5,15,15,1,1298500,350000
CASA URBANA EN VENTA,"Lima, Lima, Lince",83.75,172.23,3,4,2,0,890400,240000
CASA DE PLAYA EN VENTA,"Arequipa, Camana, Samuel Pastor",200.0,110.0,2,4,2,0,445200,120000
CASA URBANA EN VENTA,"Moquegua, Ilo, Ilo",160.0,130.0,1,3,2,0,255990,69000
DEPARTAMENTO EN VENTA,"Lima, Lima, Los Olivos",159.74,124.57,4,3,2,0,252280,68000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cerro Colorado",68.89,86.64,6,2,2,1,332045,89500
CASA URBANA EN VENTA,"Arequipa, Arequipa, Miraflores",120.0,240.0,3,6,3,1,589890,159000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",144.98,144.98,3,3,2,1,1195083,322125
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",124.0,233.0,3,5,4,1,967382,260750
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",120.0,180.0,2,8,6,0,630700,170000
DEPARTAMENTO EN VENTA,"Lima, Lima, Barranco",91.8,91.8,1,2,2,1,775352,208990
CASA EN VENTA,"Lima, Prov. Const. Del Callao, Bellavista",229.0,383.0,0,4,3,1,1335600,360000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Carabayllo",72.2,72.2,3,2,1,0,185500,50000
DEPARTAMENTO FLAT EN VENTA,"Cusco, Cusco, San Jeronimo",150.9,150.9,0,0,0,0,630700,170000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",75.0,75.0,4,2,1,0,352450,95000
CASA URBANA EN VENTA,"San Martin, San Martín, Morales",340.82,80.0,1,4,2,1,420000,112903
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",62.0,62.0,9,3,2,0,326480,88000
DEPARTAMENTO EN VENTA,"Lima, Lima, Breña",93.87,102.32,1,3,2,0,519400,140000
CASA URBANA EN VENTA,"Puno, Puno, Puno",123.0,202.0,3,4,3,1,371000,100000
CASA EN ALQUILER,"Arequipa, Arequipa, Socabaya",180.0,160.0,1,3,0,0,7000,1881
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",128.0,164.0,1,3,3,2,1150100,310000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",160.0,303.0,3,5,3,2,960890,259000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",428.0,360.0,1,5,3,2,1595300,430000
CASA URBANA EN VENTA,"Lima, Lima, Lince",120.0,120.0,1,3,2,0,853300,230000
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",71.72,73.66,1,2,2,0,185500,50000
CASA URBANA EN VENTA,"Lima, Lima, La Molina",814.0,516.0,2,4,3,3,3505950,945000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Martin de Porres",59.0,59.0,5,2,1,0,178080,48000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",130.0,130.0,7,2,2,1,1532100,412965
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",163.64,246.17,2,3,3,1,1140294,307357
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",90.0,180.0,2,4,2,0,315350,85000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Ate",175.88,175.88,0,5,3,0,426650,115000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",163.0,190.0,1,3,4,1,1805467,486649
DEPARTAMENTO DE PLAYA EN VENTA,"Lima, Lima, Ancon",47.0,128.0,2,4,3,0,667800,180000
CASA URBANA EN VENTA,"Puno, Puno, Puno",123.0,202.0,3,4,3,1,371000,100000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",154.57,229.0,5,2,2,1,1443190,389000
DEPARTAMENTO FLAT EN VENTA,"Cusco, Cusco, San Jeronimo",64.7,64.7,4,3,1,0,272685,73500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Breña",75.97,81.37,6,2,2,0,311640,84000
DEPARTAMENTO EN VENTA,"Lima, Lima, Chorrillos",43.1,43.1,4,1,1,0,225000,60483
CASA URBANA EN VENTA,"Lima, Lima, Pachacamac",90.0,120.0,2,4,2,0,222600,60000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",128.0,164.0,1,3,3,2,1150100,310000
CASA EN ALQUILER,"Arequipa, Arequipa, Socabaya",180.0,160.0,1,3,0,0,7000,1881
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",142.37,142.37,3,3,2,1,630700,170000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Juan de Lurigancho",76.0,76.0,2,2,1,0,196630,53000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Juan de Miraflores",110.0,110.0,3,3,2,1,393260,106000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",160.0,303.0,3,5,3,2,960890,259000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",143.0,143.0,6,3,2,2,4637,1250
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",107.0,113.0,3,3,2,0,441490,119000
CASA URBANA EN VENTA,"Lima, Lima, La Molina",814.0,516.0,2,4,3,3,3505950,945000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",428.0,360.0,1,5,3,2,1595300,430000
CASA URBANA EN VENTA,"Lima, Lima, Lince",120.0,120.0,1,3,2,0,853300,230000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Independencia",111.0,111.0,4,2,1,0,166950,45000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Martin de Porres",86.0,86.0,4,3,2,0,274540,74000
