direccion,distrito,metraje,dormitorios,precio
CONDOMINIO LAS TERRAZAS CAMPOY SJL,"Campoy, San Juan de Lurigancho",67 m² tot.,3 dorm.,"S/ 258,750 · USD 69,000"
Batallon Tarma 138 surco,"Santiago de Surco, Lima",2500 m² tot.,NULL,"S/ 14,630,000 · USD 3,850,000"
"Modulo C, Playa Los Lobos, Cerro Azul","Cerro Azul, Cañete",140 m² tot.,NULL,"S/ 118,500"
Camino Real,"Golf, San Isidro",1200 m² tot.,NULL,"S/ 14,250,000 · USD 3,750,000"
JIRON MONTE REAL 258,"Santiago de Surco, Lima",388 m² tot.,4 dorm.,"S/ 2,139,200 · USD 560,000"
JR. UNION,"Zona Industrial, Villa el Salvador",1300 m² tot.,NULL,"S/ 4,070,000 · USD 1,100,000"
av chorrillos 190,"Barranco, Lima",52 m² tot.,2 dorm.,"S/ 442,000 · USD 117,000"
Conquistadores,"San Isidro, Lima",518 m² tot.,5 dorm.,"S/ 6,270,000 · USD 1,650,000"
"AV NICOLAS AYLLON 12000, SANTA CLARA ATE VITARTE","Santa Clara, Ate Vitarte",10000 m² tot.,NULL,"S/ 33,000,000 · USD 9,000,000"
Dirección no informada,"Rinconada Del Lago, La Molina",373 m² tot.,4 dorm.,"S/ 1,850,000 · USD 500,000"
Calle 9,"Corpac, San Isidro",580 m² tot.,3 dorm.,"S/ 4,522,000 · USD 1,190,000"
Calle Las Camelias N°750-752,"San Isidro, Lima",709 m² tot.,NULL,"S/ 16,200,000 · USD 4,500,000"
ROOSEVELT,"Miraflores, Lima",55 m² tot.,2 dorm.,"S/ 453,000 · USD 120,000"
Miro quesada,"Golf, San Isidro",193 m² tot.,3 dorm.,"S/ 1,748,000 · USD 460,000"
AV Ramirez Gaston cdra 3,"Aurora, Miraflores",372 m² tot.,6 dorm.,"S/ 2,688,000 · USD 700,000"
AVENIDA LA MOLINA N°2838,"Los Portales, La Molina",122 m² tot.,NULL,"S/ 1,875,000 · USD 3,800"
Jr Ganimedes MZ B Lote 7,"Ganimedes, San Juan de Lurigancho",277 m² tot.,7 dorm.,"S/ 786,600 · USD 207,000"
FUENTES DE ANDALUCIA,"Las Lomas De La Molina Vieja, La Molina",215 m² tot.,3 dorm.,"S/ 1,305,000 · USD 348,000"
Calle C,"Panamericana Norte Industrial, Independencia",348 m² tot.,NULL,"S/ 1,680,000 · USD 450,000"
Calle Boccioni cuadra 3,"San Borja, Lima",275 m² tot.,3 dorm.,"S/ 2,204,000 · USD 580,000"
"Plaza San Francisco, Barranco","Barranco, Lima",633 m² tot.,5 dorm.,"S/ 4,403,000 · USD 1,190,000"
Caserío Los Pécanos del Guayabo,"El Carmen, Chincha",1600 m² tot.,NULL,"S/ 4,000,000 · USD 1,000,000"
Av. Panamericana Sur km 94.3 Playa Coral,"Asia, Cañete",174 m² tot.,NULL,"S/ 436,050 · USD 135,000"
ticino,"Santa Anita, Lima",10000 m² tot.,NULL,"S/ 4,600 · USD 1,200"
Nueva municipalidad de chorrillos,"Chorrillos, Lima",5000 m² tot.,NULL,"S/ 4,700 · USD 1,250"
Parque industrial Bryson Hills,"Huarochiri, Huarochirí",10000 m² tot.,NULL,"S/ 4,592,160 · USD 1,200,000"
Avenida Juan Santos Atahualpa,"Clara Cueva, Tarma",305 m² tot.,NULL,"S/ 869,250 · USD 228,750"
La mar,"El Pino, San Luis",2500 m² tot.,NULL,"S/ 5,550 · USD 1,450"
Los frailes esquina las monjas la molina,"La Molina, Lima",4800 m² tot.,NULL,"S/ 5,200 · USD 1,400"
INDEPENDENCIA 1159,"Miraflores, Lima",521 m² tot.,10 dorm.,"S/ 3,750,000 · USD 980,000"
MZ O LOTE 1 TERCERA ZONA INDUSTRIAL i1 i2,"Veintiseis de Octubre, Piura",966 m² tot.,NULL,"S/ 2,606,250 · USD 695,000"
San Tadeo,"Aurora, Santiago de Surco",101 m² tot.,3 dorm.,"S/ 820,000 · USD 220,000"
Av 28 de Julio,"Lima Cercado, Lima",1106 m² tot.,NULL,"S/ 26,827,167 · USD 6,999,000"
AV PEZET,"San Isidro, Lima",260 m² tot.,3 dorm.,"S/ 4,287,600 · USD 1,080,000"
MONTAGNE,"Aurora, Miraflores",231 m² tot.,3 dorm.,"S/ 1,499,000 · USD 399,990"
Roca y Boloña 524,"Miraflores, Lima",68 m² tot.,1 dorm.,"S/ 629,000 · USD 170,000"
VIA LACTEA 1XX,"Santiago de Surco, Lima",327 m² tot.,3 dorm.,"S/ 1,785,000 · USD 460,000"
CDRA 31 AV. LA MARINA,"Maranga, San Miguel",184 m² tot.,5 dorm.,"S/ 1,276,500 · USD 335,000"
LOS HIMALAYA,"Los Huertos De La Molina, La Molina",300 m² tot.,NULL,"S/ 240,000 · USD 65,000"
Av. Cesar Vallejor,"Carabayllo, Lima",103 m² tot.,3 dorm.,"S/ 203,500 · USD 55,000"
SAN MARTIN,"Miraflores, Lima",110 m² tot.,2 dorm.,"S/ 551,300 · USD 149,000"
Calle 14 101,"Corpac, San Isidro",74 m² tot.,3 dorm.,"S/ 1,700,000 · USD 470,000"
Avenida los cisnes manzana E2 lote 17 Lurigancho,"Huachipa, San Juan de Lurigancho",2700 m² tot.,NULL,"S/ 3,200 · USD 800"
Calle Donizetti,"San Borja, Lima",109 m² tot.,3 dorm.,"S/ 468,000 · USD 125,000"
PLAYA COCOA,"Cocoa, Asia",160 m² tot.,5 dorm.,"S/ 821,000 · USD 220,000"
Av Pío XII 254,"Ex Fundo Monterrico Chico (lote 15), Santiago de Surco",180 m² tot.,5 dorm.,"S/ 926,000 · USD 245,000"
MANUEL UGARTE,"Orrantia Del Mar, San Isidro",470 m² tot.,5 dorm.,"S/ 3,487,500 · USD 930,000"
ALAMEDA PICAFLORES,"Chacarilla Del Estanque, San Borja",506 m² tot.,NULL,"S/ 2,962,500 · USD 790,000"
manzana o lote 7,"Umamarca, San Juan de Miraflores",200 m² tot.,19 dorm.,"S/ 1,036,000 · USD 280,000"
Playa Bonita,"Asia, Cañete",156 m² tot.,3 dorm.,"S/ 1,389,500 · USD 350,000"
antigua panamericana sur cerro azul,"Cerro Azul, Cañete",30192 m² tot.,NULL,"S/ 3,400,000 · USD 905,000"
Calle El Ancla 135 La Molina,"La Molina, Lima",1002 m² tot.,5 dorm.,"S/ 3,230,000 · USD 850,000"
AV MIGUEL GRAU,"Tumbes, Tumbes",88 m² tot.,2 dorm.,"S/ 259,000 · USD 70,000"
"lote 22 mz f1 urb. mirasol de huampani, lurigancho, chaclacayo","Mirasol De Huampani, Chaclacayo",223 m² tot.,NULL,"S/ 193,000 · USD 50,000"
Av. santa maria 190,"Santa Maria Del Mar, Santa Maria Del Mar",140 m² tot.,3 dorm.,"S/ 818,000 · USD 220,000"
fundo del prado,"Pachacamac, Lima",1370 m² tot.,NULL,"S/ 542,520 · USD 150,000"
LA QUEBRADA DE PUERTO FIEL 284,"Puerto Fiel, Cerro Azul",195 m² tot.,3 dorm.,"S/ 581,000 · USD 149,000"
CHALLAPAMPA,"Cerro Colorado, Arequipa",220 m² tot.,3 dorm.,"S/ 1,230,000 · USD 330,000"
Av Monterrico Chico,"Chacarilla Del Estanque, Santiago de Surco",181 m² tot.,3 dorm.,"S/ 1,072,400 · USD 280,000"
Calle Papini,"San Borja, Lima",313 m² tot.,7 dorm.,"S/ 2,100,000 · USD 540,000"
Av. Las Americas,"Chiclayo, Chiclayo",125 m² tot.,3 dorm.,"S/ 258,000 · USD 68,000"
SOL DE POMALCA,"Pomalca, Chiclayo",50 m² tot.,1 dorm.,"S/ 35,000 · USD 9,000"
calle las águilas 382 surquillo Limatambo,"Limatambo, Surquillo",86 m² tot.,2 dorm.,"S/ 555,000 · USD 146,000"
JR. Trujillo Cerca A LA Libertad,"Rímac, Lima",1401 m² tot.,36 dorm.,"S/ 154,600,000 · USD 3,900,000"
Calle MARTINEZ PINILLOS 126,"Barranco, Lima",127 m² tot.,2 dorm.,"S/ 977,850 · USD 265,000"
Condominio Las terrazas,"Sarapampa, Asia",120 m² tot.,3 dorm.,"S/ 555,000 · USD 150,000"
"General Cordova 430, Miraflores","Santa Cruz, Miraflores",85 m² tot.,1 dorm.,"S/ 915,000 · USD 240,000"
Avenida republica de panama 3647 san isidro,"Corpac, San Isidro",1755 m² tot.,NULL,"S/ 10,195,556 · USD 2,700,000"
Jr. Huiracocha al 1986,"Jesús María, Lima",86 m² tot.,3 dorm.,"S/ 600,000 · USD 161,290"
PASEO DE LA REPUBLICA 6383,"Miraflores, Lima",100 m² tot.,1 dorm.,"S/ 600,000"
Cerros de Camacho 8,"Cerros De Camacho, Santiago de Surco",497 m² tot.,4 dorm.,"S/ 4,049,400 · USD 1,020,000"
Jr. Leoncio Prado,"Udima, Magdalena",272 m² tot.,NULL,"S/ 1,560,000 · USD 410,000"
Jr.Santa María 237 sol de la molina etapa II,"El Sol De La Molina Et.1, La Molina",300 m² tot.,4 dorm.,"S/ 1,854,400 · USD 488,000"
Los Ficus xxxx,"Orrantia, San Isidro",302 m² tot.,4 dorm.,"S/ 3,000,000 · USD 800,000"
Los Flamencos # 161,"San Jose, Bellavista",126 m² tot.,3 dorm.,"S/ 447,000 · USD 123,000"
CALLE 28 DE JULIO N°341,"Magdalena, Lima",74 m² tot.,3 dorm.,"S/ 390,000 · USD 105,000"
"Av. Higuereta 421, Surco","Higuereta, Santiago de Surco",267 m² tot.,3 dorm.,"S/ 1,389,500 · USD 350,000"
AV. NUEVA TOLEDO,"Cieneguilla, Cieneguilla",1052 m² tot.,NULL,"S/ 814,000 · USD 220,000"
JR. HUANCABAMBA N° 1043 - BREÑA,"Breña, Lima",602 m² tot.,NULL,"S/ 2,518,000 · USD 690,000"
Calle Beausejour 245xx,"Lima Cercado, Lima",1030 m² tot.,NULL,"S/ 6,000,000 · USD 1,580,000"
Panamericana sur km,"Asia Del Sol, Asia",170 m² tot.,4 dorm.,"S/ 566,200 · USD 149,000"
RIO SECO,"Cerro Colorado, Arequipa",2200 m² tot.,NULL,"S/ 418,000 · USD 110,000"
Calle Antonio Polo 190,"Pueblo Libre, Lima",85 m² tot.,3 dorm.,"S/ 680,000"
AV. GUARDIA CIVIL,"Corpac, San Isidro",558 m² tot.,44 dorm.,"S/ 13,642,000 · USD 3,590,000"
chiclayo,"Miraflores, Lima",108 m² tot.,3 dorm.,"S/ 795,500 · USD 215,000"
Av Revolucion,"Sc.3 Gr.14, Villa el Salvador",190 m² tot.,NULL,"S/ 1,837,000 · USD 490,000"
Condominio de Playa Coral,"Coral, Asia",264 m² tot.,NULL,"S/ 232,000 · USD 58,000"
Pasaje 13 125,"Jaracanda, San Borja",176 m² tot.,3 dorm.,"S/ 1,460,000 · USD 365,000"
micaela bastidas 355,"Tarapoto, Tarapoto",425 m² tot.,3 dorm.,"S/ 735,000 · USD 196,000"
JIRON Ricardo palma 251,"Tarapoto, Tarapoto",540 m² tot.,NULL,"S/ 1,721,000 · USD 459,000"
CALLE LOS HALCONES 265,"Corpac, San Isidro",124 m² tot.,NULL,"S/ 1,298,800 · USD 340,000"
"CALLE LOS NOGALES 319, SAN ISIDRO","Golf, San Isidro",135 m² tot.,3 dorm.,"S/ 957,600 · USD 252,000"
Los Laureles xxx,"Orrantia, San Isidro",166 m² tot.,3 dorm.,"S/ 999,000 · USD 270,000"
Calle Monte Ebano 368,"Santiago de Surco, Lima",70 m² tot.,2 dorm.,"S/ 397,000 · USD 105,000"
Jirón EL POLO 431 - 1505,"El Derby, Santiago de Surco",471 m² tot.,4 dorm.,"S/ 1,974,150 · USD 535,000"
Benavides 115,"Miraflores, Lima",184 m² tot.,NULL,"S/ 976,500 · USD 279,000"
LOS ALAMOS,"Country Club, San Isidro",285 m² tot.,3 dorm.,"S/ 2,278,850 · USD 595,000"
malecon de la marina,"Miraflores, Lima",247 m² tot.,3 dorm.,"S/ 4,500,000 · USD 1,200,000"
"Av. Pedro Venturo, surco","Higuereta, Santiago de Surco",279 m² tot.,3 dorm.,"S/ 1,842,000 · USD 498,000"
Malecón de la marina 638,"Miraflores, Lima",90 m² tot.,2 dorm.,"S/ 1,001,800 · USD 269,000"
Nicolás de Rivera,"Golf, San Isidro",150 m² tot.,2 dorm.,"S/ 1,837,500 · USD 490,000"
Ovalo de la avenida santa maria,"Santa Maria, Carabayllo",47132 m² tot.,NULL,"S/ 19,000,000 · USD 5,000,000"
calle san fernando,"Miraflores, Lima",100 m² tot.,2 dorm.,"S/ 962,000 · USD 260,000"
Calle B Mz H,"Callao, Callao",172 m² tot.,8 dorm.,"S/ 615,690 · USD 162,257"
Av. Alameda el corregidor 1250,"Alameda De Los Corregidores, La Molina",120 m² tot.,3 dorm.,"S/ 577,000 · USD 152,000"
Calle Francia,"Miraflores, Lima",200 m² tot.,3 dorm.,"S/ 1,424,000 · USD 385,000"
Santa Rosa 628,"Surquillo, Lima",40 m² tot.,4 dorm.,"S/ 483,600 · USD 130,000"
Av. de la Floresta,"Chacarilla Del Estanque, Santiago de Surco",274 m² tot.,3 dorm.,"S/ 2,044,000 · USD 568,000"
Los brillantes cdra.,"Balconcillo, La Victoria",1579 m² tot.,3 dorm.,"S/ 3,326,000 · USD 880,000"
Av. El Pinar 110,"Chacarilla Del Estanque, Santiago de Surco",88 m² tot.,NULL,"S/ 1,028,000 · USD 270,532"
Av Manuel Cipriano Dulanto 1250,"Colmenares, Pueblo Libre",84 m² tot.,3 dorm.,"S/ 506,250 · USD 135,000"
URB PRO,"Pro Etapa I, Los Olivos",70 m² tot.,3 dorm.,"S/ 250,000 · USD 66,138"
Dirección no informada,"Miraflores, Lima",65 m² tot.,NULL,"S/ 407,000 · USD 110,000"
huanca huanca lote 7,"Inchu, El Tambo",3175 m² tot.,NULL,S/ 650 · USD 174
av. cesar vallejo,"Santa Anita, Lima",302 m² tot.,16 dorm.,"S/ 1,340,000 · USD 360,000"
Av. Juan de Arona,"San Isidro, Lima",12000 m² tot.,NULL,"S/ 7,600 · USD 15"
Av. Republica de Panamá 3513,"El Palomar, San Isidro",940 m² tot.,NULL,"S/ 8,000 · USD 2,000"
reducto,"Miraflores, Lima",87 m² tot.,2 dorm.,"S/ 640,100 · USD 173,000"
"MZ B LT 8 HABILITACION VACACIONAL PLAYA MISTERIO, ASIA","Misterio, Asia",325 m² tot.,NULL,"S/ 389,000 · USD 99,000"
"Los Acantilados S/N Urbanización, El Peñascal","San Bartolo, Lima",363 m² tot.,3 dorm.,"S/ 2,090,000 · USD 560,000"
Jr. Chiclayo 300,"San Martín de Porres, Lima",95 m² tot.,3 dorm.,"S/ 235,000 · USD 63,000"
Av. Republica de Panama 3520,"El Palomar, San Isidro",1800 m² tot.,NULL,"S/ 12,654,000 · USD 3,420,000"
Av. República de Panamá 3520,"El Palomar, San Isidro",2100 m² tot.,NULL,"S/ 14,364,000 · USD 3,990,000"
Av. República de Panamá 3520,"El Palomar, San Isidro",2400 m² tot.,NULL,"S/ 16,416,000 · USD 4,560,000"
CALLE MONTE CARMELO,"Chacarilla Del Estanque, Santiago de Surco",425 m² tot.,5 dorm.,"S/ 2,350,000 · USD 619,000"
calle las codornices 160,"Limatambo, Surquillo",250 m² tot.,5 dorm.,"S/ 1,275,000 · USD 340,000"
Jose Galvez,"Miraflores, Arequipa",240 m² tot.,7 dorm.,"S/ 759,000 · USD 205,000"
Condominio Asia Azul,"Asia Azul, Asia",184 m² tot.,3 dorm.,"S/ 506,250 · USD 135,000"
MADRESELVA 134 SALAMANCA,"Los Recaudadores, Ate Vitarte",160 m² tot.,4 dorm.,"S/ 1,102,000 · USD 290,000"
El Carmen,"El Carmen, Chincha",55000 m² tot.,NULL,"S/ 1,100,320 · USD 295,000"
Condominio Asia Azul,"Asia Azul, Asia",184 m² tot.,3 dorm.,"S/ 547,500 · USD 146,000"
Urb. Las Vegas 1era Etapa,"Puente Piedra, Lima",5490 m² tot.,NULL,"S/ 7,954,576 · USD 2,086,200"
Residencial La Cruceta III,"Cruzeta, Santiago de Surco",67 m² tot.,3 dorm.,"S/ 310,800 · USD 84,000"
Avenida Carriquiry 366,"Corpac, San Isidro",275 m² tot.,4 dorm.,"S/ 1,887,000 · USD 510,000"
Dean Valdivia 756,"San Gregorio, Breña",249 m² tot.,NULL,"S/ 988,000 · USD 260,000"
Calle Domingo Agüero cuadra 1,"Santiago de Surco, Lima",185 m² tot.,2 dorm.,"S/ 599,900 · USD 169,000"
Calle Victor Maúrtua 346,"Santa Ines, San Isidro",250 m² tot.,3 dorm.,"S/ 2,451,000 · USD 645,000"
"Segovia, La Molina","La Molina, Lima",160 m² tot.,8 dorm.,"S/ 7,090,779 · USD 210,000"
Calle LOS TOPACIOS S/N,"Cerros De Camacho, Santiago de Surco",223 m² tot.,3 dorm.,"S/ 1,193,060 · USD 319,000"
"Cristóbal de Peralta Sur, Santiago de Surco, Perú","Santiago de Surco, Lima",92 m² tot.,3 dorm.,"S/ 620,000 · USD 153,000"
Jirón chota,"Lima Cercado, Lima",726 m² tot.,NULL,"S/ 4,835,160 · USD 1,306,800"
Boulevard,"Barranco, Lima",115 m² tot.,3 dorm.,"S/ 418,000 · USD 110,000"
Ayllón 2050,"Ate Vitarte, Lima",1250 m² tot.,NULL,"S/ 6,327,500 · USD 1,678,158"
Ayllón 2050,"Ate Vitarte, Lima",3051 m² tot.,NULL,"S/ 15,448,212 · USD 4,097,121"
Arriola 2450,"San Luis, Lima",1562 m² tot.,NULL,"S/ 10,159,899 · USD 2,742,552"
Arriola 2450,"San Luis, Lima",1250 m² tot.,NULL,"S/ 6,773,750 · USD 1,808,950"
"Carretera Chiclayo, Lambayeque km 777","Jose Leonardo Ortiz, Chiclayo",9909 m² tot.,NULL,"S/ 2,301,000 · USD 590,000"
JAVIER PRADO OESTE,"Jacaranda, Magdalena",78 m² tot.,2 dorm.,"S/ 556,500 · USD 149,600"
Jirón Italia 522,"La Victoria, Lima",63 m² tot.,6 dorm.,"S/ 444,000 · USD 120,000"
LA CALERA,"La Calera De La Merced, Surquillo",134 m² tot.,4 dorm.,"S/ 832,500 · USD 225,000"
LA HOYADA,"El Manzano, Rímac",112 m² tot.,3 dorm.,"S/ 372,000 · USD 98,000"
Av. La Molina Sub - Lote 4-1,"La Molina, Lima",7721 m² tot.,NULL,"S/ 29,815,500 · USD 7,645,000"
Av. Andrés Aramburú,"Surquillo, Lima",61 m² tot.,2 dorm.,"S/ 437,000"
manuel aguila durand 330,"Vista Alegre, Santiago de Surco",248 m² tot.,4 dorm.,"S/ 1,796,250 · USD 479,000"
"malecón 28 de julio , Miraflores","Miraflores, Lima",68 m² tot.,1 dorm.,"S/ 727,100 · USD 187,000"
Cartavio,"El Polo, Santiago de Surco",300 m² tot.,3 dorm.,"S/ 1,998,000 · USD 540,000"
Agustin de la torre gonzales,"San Isidro, Lima",1540 m² tot.,NULL,"S/ 17,000,000 · USD 4,700,000"
Jr Pío XII,"Santiago de Surco, Lima",180 m² tot.,5 dorm.,"S/ 930,000 · USD 245,000"
alameda manuel vidaurre 500,"Santiago de Surco, Lima",100 m² tot.,8 dorm.,"S/ 899,262 · USD 237,900"
AV DEL PARQUE,"La Planicie, La Molina",662 m² tot.,4 dorm.,"S/ 2,580,500 · USD 650,000"
CALLE COSTANERA,"Los Cedros De Villa, Chorrillos",115 m² tot.,3 dorm.,"S/ 436,000 · USD 118,000"
CANTUARIAS 100,"Miraflores, Lima",1804 m² tot.,NULL,"S/ 9,125,000 · USD 2,500,000"
Dirección no informada,"San Isidro, Lima",2687 m² tot.,56 dorm.,"S/ 25,550,000 · USD 7,000,000"
KILOMETRO 106 PANAMERICANA SUR CONDOMINIO MIKONO,"Sarapampa, Asia",92 m² tot.,2 dorm.,"S/ 444,000 · USD 120,000"
Jirón José Payet 3141 San Martín de Porres urbanización el pacífico.,"San Martín de Porres, Lima",82 m² tot.,3 dorm.,"S/ 342,000 · USD 85"
parque belen,"San Isidro, Lima",150 m² tot.,2 dorm.,"S/ 1,300,000 · USD 398,000"
Jr Cruz del Sur,"Santiago de Surco, Lima",253 m² tot.,3 dorm.,"S/ 1,961,000 · USD 530,000"
AV. PASEO DE LA REPUBLICA 6025,"San Antonio, Miraflores",119 m² tot.,3 dorm.,"S/ 870,000 · USD 235,000"
"Calle el Herraje, Rinconada la Molina","Rinconada, La Molina",1291 m² tot.,3 dorm.,"S/ 5,550,000 · USD 1,500,000"
LAS LOMAS DE VENTANILLA FRENTE COLEGIO,"Las Lomas De Ventanilla, Ventanilla",160 m² tot.,NULL,"S/ 132,000 · USD 34,000"
Eten,"Punta Hermosa, Lima",96 m² tot.,4 dorm.,"S/ 647,500 · USD 175,000"
"CARRETERA PANAMERICANA , CENTRO POBLADO DE CURAHUASI","Curahuasi, Abancay",2230 m² tot.,NULL,"S/ 5,850,000 · USD 1,670,000"
COCACHACRA,"Sta.Cruz De Cocachacra, Huarochirí",2100 m² tot.,4 dorm.,"S/ 721,500 · USD 185,000"
calle libertad,"Miraflores, Lima",75 m² tot.,NULL,"S/ 818,400 · USD 220,000"
Av. DEL EJERCITO,"Santa Cruz, Miraflores",50 m² tot.,1 dorm.,"S/ 282,220 · USD 76,000"
sarapampa,"Sarapampa, Asia",180 m² tot.,5 dorm.,"S/ 998,000 · USD 3,500"
MONTES DE ORO 105 DPTO 1102 SURCO,"Chacarilla Del Estanque, Santiago de Surco",123 m² tot.,3 dorm.,"S/ 6,300 · USD 1,700"
Sullana 100,"San Juan de Miraflores, Lima",2020 m² tot.,5 dorm.,"S/ 8,140,000 · USD 2,200,000"
JOSE GONZALES,"Miraflores, Lima",110 m² tot.,3 dorm.,"S/ 937,500 · USD 250,000"
Condominio Asia Bonita,"Sarapampa, Asia",184 m² tot.,4 dorm.,"S/ 592,000 · USD 160,000"
Malecon Paul Harris,"Barranco, Lima",240 m² tot.,3 dorm.,"S/ 2,026,315 · USD 530,000"
CAYMA,"Cayma, Arequipa",183 m² tot.,3 dorm.,"S/ 1,045,500 · USD 255,000"
CIRCUNVALACION GOLF LOS INCAS,"Golf Los Incas, Santiago de Surco",277 m² tot.,3 dorm.,"S/ 1,565,600 · USD 412,000"
Cl. San Hernán cdra. 2 - Urb. Santa Luisa - Los Olivos,"Santa Luisa, Los Olivos",97 m² tot.,3 dorm.,"S/ 395,900 · USD 107,000"
Jr Severini 166,"San Borja, Lima",178 m² tot.,3 dorm.,"S/ 1,140,000 · USD 300,000"
Los Rosales,"Los Rosales, Arequipa",150 m² tot.,3 dorm.,"S/ 469,000 · USD 127,000"
Paul De Beaudiez 235 San Isidro,"Golf, San Isidro",326 m² tot.,4 dorm.,"S/ 4,200,000 · USD 1,103,714"
Béjar,"Camino Real, La Molina",1000 m² tot.,4 dorm.,"Consultar precio · USD 1,400,000"
francisco de bejarano 271,"Santiago de Surco, Lima",114 m² tot.,3 dorm.,"S/ 703,000 · USD 190,000"
POUSSIN 116,"Jacaranda, San Borja",190 m² tot.,3 dorm.,"S/ 1,276,500 · USD 345,000"
Calle Augusto Angulo 696,"Aurora, Miraflores",580 m² tot.,4 dorm.,"S/ 5,100,000 · USD 1,350,000"
Galvez Barrenechea 927,"Corpac, San Borja",200 m² tot.,3 dorm.,"S/ 1,197,000 · USD 315,000"
Jr. La Conquista 344,"El Derby, Santiago de Surco",212 m² tot.,NULL,"S/ 1,501,500 · USD 385,000"
PACHACAMAC,"Picapiedra, Pachacamac",10395 m² tot.,NULL,"S/ 2,910,600 · USD 727,650"
Jirón Navarra 485,"Santiago de Surco, Lima",240 m² tot.,3 dorm.,"S/ 1,150,000 · USD 310,000"
Av. San Francisco 2XX,"San Martín de Porres, Lima",92 m² tot.,3 dorm.,"S/ 307,000 · USD 83,000"
HUARI 198X,"Pueblo Libre, Lima",170 m² tot.,3 dorm.,"S/ 1,295,000 · USD 350,000"
Monte Blanco,"Chacarilla Del Estanque, Santiago de Surco",384 m² tot.,3 dorm.,"S/ 2,143,200 · USD 570,000"
LA ENSENADA,"Las Viñas, La Molina",202 m² tot.,4 dorm.,"S/ 1,036,000 · USD 280,000"
Los Ingenieros surco,"Valle Hermoso, Santiago de Surco",275 m² tot.,3 dorm.,"S/ 1,346,640 · USD 362,000"
Av. La Mar,"Miraflores, Lima",84 m² tot.,3 dorm.,"S/ 740,000 · USD 200,000"
Calle santo cristo 103,"Santiago de Surco, Lima",61 m² tot.,2 dorm.,"S/ 336,420 · USD 89,000"
PLAYA SANTA MARIA DEL MAR,"Santa Maria, Santa Maria Del Mar",230 m² tot.,4 dorm.,"S/ 940,000 · USD 249,000"
La Señorial de Cayma,"Señorial, Cayma",124 m² tot.,NULL,"S/ 407,400 · USD 105,000"
Malecón Grau,"Barranco, Lima",83 m² tot.,NULL,"S/ 592,000 · USD 160,000"
Miraflores,"Miraflores, Lima",43 m² tot.,1 dorm.,"S/ 494,000 · USD 130,000"
EL PALACIO,"El Palacio, Sachaca",135 m² tot.,2 dorm.,"S/ 465,000 · USD 120,000"
Arnaldo Márquez 1980,"Jesús María, Lima",181 m² tot.,2 dorm.,"S/ 830,000 · USD 220,000"
LOS HIMALAYA,"Los Huertos De La Molina, La Molina",400 m² tot.,NULL,"S/ 330,000 · USD 90,000"
Calle 25 180,"Corpac, San Isidro",366 m² tot.,5 dorm.,"S/ 2,007,500 · USD 550,000"
Parque Ramón Castilla,"Lince, Lima",40 m² tot.,1 dorm.,"S/ 339,000 · USD 89,200"
ABRAHAM LINCONL 525,"Pueblo Libre, Lima",251 m² tot.,7 dorm.,"S/ 1,750,000 · USD 450,000"
Calle Burgos 372,"San Isidro, Lima",420 m² tot.,4 dorm.,"S/ 2,672,277 · USD 699,000"
Av. Circunvalación,"Ate Vitarte, Lima",345 m² tot.,25 dorm.,"S/ 10,100,000 · USD 2,750,000"
CASCAJAL,"Santiago de Surco, Lima",2514 m² tot.,5 dorm.,"S/ 10,920,000 · USD 2,800,000"
Jr Azangaro esquina Santa Rosa,"Lima Cercado, Lima",1100 m² tot.,NULL,"S/ 10,780,000 · USD 2,900,000"
Av. Las Tres Bahías,"Caballeros, Punta Hermosa",370 m² tot.,4 dorm.,"S/ 2,349,560 · USD 610,000"
C. Francia 353,"Miraflores, Lima",91 m² tot.,3 dorm.,"S/ 625,300 · USD 169,000"
Salaverry,"Jesús María, Lima",75 m² tot.,2 dorm.,"S/ 446,000 · USD 118,000"
calle La Chira,"Santa Teresa, Santiago de Surco",2436 m² tot.,NULL,"S/ 11,212,000 · USD 2,990,000"
CALLE RENAN ELIAS 170 DPTO 1,"Golf, San Isidro",265 m² tot.,3 dorm.,"S/ 326,397,085 · USD 830,000"
Malecon San bartolo,"San Bartolo, Lima",70 m² tot.,3 dorm.,"S/ 445,000 · USD 120,000"
AV. JAVIER PRADO OESTE/COMANDANTE JIMENEZ,"Magdalena, Lima",78 m² tot.,3 dorm.,"S/ 620,000 · USD 163,000"
AV. BRASIL 4112,"Oyague, Magdalena",75 m² tot.,3 dorm.,"S/ 485,000"
JESUS MARIA,"Jesús María, Lima",61 m² tot.,2 dorm.,"S/ 446,000 · USD 120,000"
AV. LOS PRECURSORES 490,"Maranga Etapa Vii, San Miguel",65 m² tot.,2 dorm.,"S/ 447,000"
"Av La Paz 710, La Perla","La Perla, Callao",3700 m² tot.,NULL,"S/ 11,888,000 · USD 3,145,000"
Umacollo,"Umacollo, Yanahuara",155 m² tot.,3 dorm.,"S/ 585,000 · USD 150,000"
Jorge Vanderghen,"Santa Cruz, Miraflores",392 m² tot.,4 dorm.,"S/ 3,404,000 · USD 920,000"
Av Pezet,"San Isidro, Lima",303 m² tot.,4 dorm.,"S/ 3,942,000 · USD 1,095,000"
JAVIER PRADO 5220,"Camacho, La Molina",1003 m² tot.,NULL,"S/ 11,320,000 · USD 2,950,000"
