direccion,distrito,metraje,dormitorios,precio
MONTE VERDE 172 URB. RINCONADA ALTA,"El Sauce De La Rinconada, La Molina",600 m² tot.,NULL,"S/ 3,932,495 · USD 1,000,000"
El Parral 177,"El Cortijo, Santiago de Surco",1123 m² tot.,NULL,"S/ 6,037,248 · USD 1,572,200"
"Calle Colon 765, Miraflores","Miraflores, Lima",215 m² tot.,3 dorm.,"S/ 3,459,707 · USD 864,926"
Leonidas Avendaño,"Miraflores, Lima",135 m² tot.,2 dorm.,"S/ 990,000 · USD 270,000"
Av Arequipa,"Miraflores, Lima",91 m² tot.,2 dorm.,"S/ 822,030"
Manuel Villaran,"Aurora, Miraflores",600 m² tot.,5 dorm.,"S/ 4,070,000 · USD 1,100,000"
Av. Almirante Miguel Grau,"Callao, Callao",65 m² tot.,2 dorm.,"S/ 130,000 · USD 35,000"
Malecón Miguel Grau 391,"Rivera Sur, San Bartolo",260 m² tot.,6 dorm.,"S/ 1,865,000 · USD 500,000"
Calle A,"Nuevo Lurin, Lurín",1500 m² tot.,NULL,"S/ 2,146,000 · USD 580,000"
UNIVERSIDAD SEÑOR DE SIPAN,"Pimentel, Chiclayo",86 m² tot.,3 dorm.,"S/ 179,000 · USD 48,000"
PLAYA LAS GAVIOTAS casa S5,"Las Gaviotas, Asia",180 m² tot.,22 dorm.,"S/ 1,064,000 · USD 2,000"
Monte Carlo 253,"Chacarilla Del Estanque, Santiago de Surco",405 m² tot.,4 dorm.,"S/ 2,884,640 · USD 745,000"
"AV MALECON CISNEROS 1340, MIRAFLORES","Santa Cruz, Miraflores",253 m² tot.,3 dorm.,"S/ 4,065,600 · USD 1,100,000"
"AV MALECON CISNEROS 1340, MIRAFLORES","Santa Cruz, Miraflores",226 m² tot.,3 dorm.,"S/ 2,587,200 · USD 700,000"
Condominio La Raya – Ciudad de la Paz,"Los Huertos De Cieneguilla, Cieneguilla",1012 m² tot.,3 dorm.,"S/ 1,400,000 · USD 350,000"
Piedra Santa,"Piedra Santa, Yanahuara",249 m² tot.,4 dorm.,"S/ 1,030,850 · USD 265,000"
Esquina Junín y bolivar,"Centro Civico, Trujillo",45 m² tot.,NULL,"S/ 168,000 · USD 45,000"
Ramón Zavala,"Miraflores, Lima",102 m² tot.,3 dorm.,"S/ 943,500 · USD 255,000"
Av. de las artes norte xxx,"San Borja Norte, San Borja",687 m² tot.,4 dorm.,"S/ 3,800,000 · USD 1,050,000"
Los Nogales 444,"Country Club, San Isidro",355 m² tot.,4 dorm.,"S/ 2,793,000 · USD 735,000"
Jacinto Lara,"San Isidro, Lima",340 m² tot.,4 dorm.,"S/ 5,175,450 · USD 1,395,000"
CERROS DE CAMACHO,"Cerros De Camacho, Santiago de Surco",248 m² tot.,4 dorm.,"S/ 1,950,000 · USD 520,000"
AVENIDA SALAVERRY 1210,"Jesús María, Lima",80 m² tot.,3 dorm.,"S/ 499,500 · USD 135,000"
Jr Madreselva 251,"La Floresta De Monterrico, Santiago de Surco",269 m² tot.,3 dorm.,"S/ 1,642,600 · USD 430,000"
Monte Carmelo 260,"Chacarilla Del Estanque, Santiago de Surco",164 m² tot.,3 dorm.,"S/ 1,332,000 · USD 360,000"
PUCUSANA,"Pucusana, Lima",445 m² tot.,NULL,"S/ 365,000 · USD 95,000"
el monticulo,"La Planicie, La Molina",750 m² tot.,3 dorm.,"S/ 4,680,000 · USD 1,300,000"
JR CATOJERAS 178,"San Martín de Porres, Lima",98 m² tot.,3 dorm.,"S/ 233,000 · USD 62,000"
avenida Las Gaviotas 266,"Las Gaviotas, Chorrillos",84 m² tot.,3 dorm.,"S/ 651,100 · USD 170,000"
Calle Santa Ana,"Pueblo Libre, Lima",178 m² tot.,6 dorm.,"S/ 1,497,000 · USD 394,000"
Av. La Paz 742,"Miraflores, Lima",122 m² tot.,2 dorm.,"S/ 953,040 · USD 250,800"
echenique 219,"Magdalena, Lima",165 m² tot.,3 dorm.,"S/ 562,000 · USD 152,000"
AVENIDA mARISCAL cASTILLA SECTOR YANACONAS,"Urubamba, Urubamba",682 m² tot.,10 dorm.,"S/ 1,170,000 · USD 300,000"
Malecón Cisneros N°800,"Miraflores, Lima",319 m² tot.,4 dorm.,"S/ 4,070,000 · USD 1,100,000"
Manuel Retes 1xx,"San Antonio, Miraflores",613 m² tot.,5 dorm.,"S/ 2,418,000 · USD 650,000"
diego de dia 471,"Huertos De San Antonio, Santiago de Surco",136 m² tot.,3 dorm.,"S/ 800,000 · USD 227,000"
Carlos Porras Osores,"Campo De Polo, San Isidro",388 m² tot.,3 dorm.,"S/ 2,926,000 · USD 770,000"
pasaje MONTE MOLIN,"Chacarilla Del Estanque, Santiago de Surco",180 m² tot.,3 dorm.,"S/ 1,064,000 · USD 280,000"
Jiron Juan Fanning 212,"San Ignacio, Barranco",57 m² tot.,2 dorm.,"S/ 499,000 · USD 132,000"
sebastian bach 271,"Monterrico, Santiago de Surco",117 m² tot.,3 dorm.,"S/ 756,000 · USD 210,000"
Av. Almirante Grau 1540,"Barranco, Lima",25 m² tot.,1 dorm.,"S/ 276,675 · USD 75,000"
Via Cayma y Mar Azul,"Asia, Asia",6250 m² tot.,NULL,"S/ 2,244,375 · USD 593,750"
LOS CEDROS,"San Isidro, Lima",190 m² tot.,3 dorm.,"S/ 1,794,500 · USD 1,900"
Calango,"Calango, Cañete",4222 m² tot.,NULL,"S/ 1,150,000 · USD 330,000"
MIRAFLORES,"Miraflores, Lima",60 m² tot.,1 dorm.,"S/ 468,000 · USD 120,000"
la fontana 200,"La Molina, Lima",305 m² tot.,3 dorm.,"S/ 1,848,000 · USD 480,000"
"JHONSON 200, JLO, CHICLAYO","Jose Leonardo Ortiz, Chiclayo",230 m² tot.,6 dorm.,"S/ 296,000 · USD 78,000"
JR. BATALLA DE SAN JUAN 819 DPTO. 303,"Las Gardenias, Santiago de Surco",131 m² tot.,3 dorm.,"S/ 911,400 · USD 245,000"
Jirón Mariano Eduardo de Rivero y Ustariz,"Huertos De San Antonio, Santiago de Surco",342 m² tot.,3 dorm.,"S/ 2,058,000 · USD 549,000"
"Calle Hortensia L 41, San Isidro","San Isidro, Ica",117 m² tot.,2 dorm.,"S/ 259,000 · USD 68,400"
Calle Los Robles 180,"San Isidro, Lima",116 m² tot.,3 dorm.,"S/ 691,900 · USD 180,000"
Manuel Ubalde 409,"El Porvenir, Trujillo",227 m² tot.,NULL,"S/ 539,000 · USD 140,000"
Av. Javier Prado Oeste,"Golf, San Isidro",216 m² tot.,2 dorm.,"S/ 1,500,000 · USD 400,000"
QUEBRADA VERDE LOTE 2A,"Pachacamac, Lima",3099 m² tot.,NULL,"S/ 2,312,495 · USD 619,972"
"Km 42, Carretera Central","Ricardo Palma, Huarochirí",11772 m² tot.,7 dorm.,"S/ 3,610,000 · USD 950,000"
Jirón Giuseppe Verdi 235,"Los Alamos De Monterrico, Santiago de Surco",112 m² tot.,3 dorm.,"S/ 656,250 · USD 175,000"
URB. SANTO DOMINGO ESTAPA 6,"Santo Domingo, Carabayllo",120 m² tot.,NULL,"S/ 281,250 · USD 75,000"
LAS DUNAS DE LA FLORIDA,"Subtanjalla, Ica",132 m² tot.,NULL,"S/ 94,050 · USD 25,000"
Conde de la Vega del Ren,"Santiago de Surco, Lima",160 m² tot.,3 dorm.,"S/ 1,417,436 · USD 379,999"
Av de los Precursores,"Los Precursores, San Miguel",120 m² tot.,3 dorm.,"S/ 638,400 · USD 168,000"
AVENIDA PROCERES DE LA INDEPENDENCIA,"San Juan de Lurigancho, Lima",113 m² tot.,2 dorm.,"S/ 736,300 · USD 199,000"
Jirón Batallón Callao Norte,"Santa Teresa, Santiago de Surco",2500 m² tot.,NULL,"S/ 10,950,000 · USD 3,000,000"
nestor gambeta,"La Punta, Callao",17000 m² tot.,NULL,"S/ 32,470,000 · USD 8,500,000"
ENRIQUE SALAZAR BARRETO,"Vista Alegre, Santiago de Surco",280 m² tot.,3 dorm.,"S/ 2,072,000 · USD 560,000"
Calle Las Cantutas 278,"Las Casuarinas Sur, Santiago de Surco",229 m² tot.,3 dorm.,"S/ 1,187,030 · USD 299,000"
Calle San José,"Punta Negra, Lima",557 m² tot.,7 dorm.,"S/ 2,125,000 · USD 575,000"
AV MEXICO CUADRA 24,"La Victoria, Lima",390 m² tot.,5 dorm.,"S/ 2,308,800 · USD 624,000"
"CALLE LAS ANGUILAS Mz Ñ Lote 3 Pulpos Lurin URIN , Haway","Haway, Lurín",210 m² tot.,4 dorm.,"S/ 833,750 · USD 225,000"
CERCADO,"Arequipa, Arequipa",1602 m² tot.,12 dorm.,"S/ 6,688,000 · USD 1,760,000"
ZAMÁCOLA,"Cerro Colorado, Arequipa",22000 m² tot.,NULL,"S/ 21,064,000 · USD 5,693,000"
La planicie,"La Planicie, La Molina",830 m² tot.,4 dorm.,"S/ 4,140,000 · USD 1,150,000"
OVALO COCHARCAS,"San Juan de Miraflores, Lima",140 m² tot.,5 dorm.,"S/ 1,025,000 · USD 270,000"
Chamberi,"Miraflores, Lima",80 m² tot.,2 dorm.,"S/ 878,750 · USD 237,000"
SAN Martin 625,"Barranco, Lima",49 m² tot.,1 dorm.,"S/ 426,085 · USD 113,000"
CALLE ROMA,"Miraflores, Lima",119 m² tot.,2 dorm.,"S/ 1,044,400 · USD 280,000"
castilla la vieja,"La Castellana, Santiago de Surco",78 m² tot.,2 dorm.,"S/ 555,000 · USD 156,000"
Condominios Pachacamac la arena,"Pachacamac, Lima",2600 m² tot.,3 dorm.,"S/ 1,406,000 · USD 370,000"
Dirección no informada,"Santiago de Surco, Lima",624 m² tot.,NULL,"S/ 8,787,500 · USD 2,375,000"
Urb. Santa Teresa,"Monterrico Chico, Santiago de Surco",2512 m² tot.,NULL,"S/ 14,871,040 · USD 4,019,200"
Dirección no informada,"Miraflores, Lima",175 m² tot.,3 dorm.,"S/ 1,435,000 · USD 368,000"
Av. Pedro Venturo,"Higuereta, Santiago de Surco",279 m² tot.,NULL,"S/ 1,842,600 · USD 498,000"
Condominio Asia del Sur,"Asia Del Sur, Asia",174 m² tot.,3 dorm.,"S/ 685,000 · USD 185,000"
"Horacio Cachay, La Victoria","Santa Catalina, La Victoria",320 m² tot.,NULL,"S/ 1,680,000 · USD 420,000"
Av. DE LOS INGENIEROS,"Valle Hermoso, Santiago de Surco",624 m² tot.,6 dorm.,"S/ 2,397,700 · USD 930,000"
MIRAFLORES,"Miraflores, Lima",340 m² tot.,14 dorm.,"S/ 1,870,000 · USD 495,000"
calle cerro prieto 299,"San Ignacio De Monterrico, Santiago de Surco",86 m² tot.,3 dorm.,"S/ 370,000 · USD 99,950"
av. Naciones Unidas 1256,"Chacra Rios, Lima Cercado",385 m² tot.,NULL,"S/ 1,831,500 · USD 495,000"
batallon libres de trujillo 188,"Santa Teresa, Santiago de Surco",1292 m² tot.,NULL,"S/ 8,625,000 · USD 2,300,000"
Urb California,"California, Victor Larco Herrera",50 m² tot.,2 dorm.,"S/ 254,000 · USD 70,000"
Av. Club Golf Los Incas,"Golf Los Incas, Santiago de Surco",278 m² tot.,5 dorm.,"S/ 1,789,000 · USD 497,000"
Av Pezet,"Golf, San Isidro",268 m² tot.,4 dorm.,"S/ 2,146,000 · USD 580,000"
Av. Óscar R. Benavides N° 2740,"Stella Maris, Bellavista",160 m² tot.,12 dorm.,"S/ 1,124,000 · USD 299,000"
Av. San Borja Norte 1765,"San Borja Norte, San Borja",173 m² tot.,4 dorm.,"S/ 874,000 · USD 230,000"
"Jr. Puno, Lima cercado","Centro De Lima, Lima Cercado",160 m² tot.,NULL,"S/ 1,000,000 · USD 250,000"
CONDOMINIO PLAYA LA HONDA,"Honda, Cerro Azul",200 m² tot.,NULL,"S/ 187,500 · USD 50,000"
Av. Circunvalacion Golf los Incas 561,"Golf Los Incas, Santiago de Surco",292 m² tot.,3 dorm.,"S/ 1,924,000 · USD 520,000"
Av. Roca y Boloña 1200,"Aurora, Miraflores",92 m² tot.,1 dorm.,"S/ 590,000 · USD 160,000"
"Urbanizacion Gallinazo, Puente Piedra","Gallinazo, Puente Piedra",300 m² tot.,NULL,"S/ 228,000 · USD 60,000"
Urb. San Isidro II,"San Isidro, Trujillo",920 m² tot.,18 dorm.,"S/ 1,528,183 · USD 395,000"
AV SAN JUAN,"San Juan, San Juan de Miraflores",240 m² tot.,8 dorm.,"S/ 2,667,000 · USD 700,000"
PROLONGACION ISLA VIRGENES,"La Planicie Portada, La Molina",510 m² tot.,4 dorm.,"S/ 3,600,000 · USD 1,000,000"
Calle Tomina,"Pachacamac, Pachacamac",3065 m² tot.,5 dorm.,"S/ 2,568,750 · USD 685,000"
Cangrejos A4 Playa Poseidon Pucusana,"Yatch Club, Pucusana",722 m² tot.,6 dorm.,"S/ 2,500,000 · USD 695,000"
GRIMALDO DEL SOLAR 222,"Leuro, Miraflores",70 m² tot.,2 dorm.,"S/ 640,000 · USD 175,000"
El Álamo,"El Alamo, Comas",168 m² tot.,8 dorm.,"S/ 836,000 · USD 220,000"
3X6W+26G San Juan de Lurigancho,"Ciudad Mariscal Caceres, San Juan de Lurigancho",128 m² tot.,1 dorm.,"S/ 202,000 · USD 54,000"
los eucaliptos,"Lurín, Lima",63431 m² tot.,NULL,"S/ 32,857,258 · USD 8,880,340"
av. pedro portillo,"San Gabriel, San Isidro",250 m² tot.,3 dorm.,"S/ 2,608,000 · USD 705,000"
José Del Carmen Verastegui,"San Juan de Miraflores, Lima",53 m² tot.,2 dorm.,"S/ 209,000 · USD 55,000"
4473 Avenida Javier Prado Este,"Neptuno, Santiago de Surco",25 m² tot.,NULL,"S/ 114,000 · USD 30,000"
Condominio Las Palmeras II (campo y playa),"Las Palmeras, Cerro Azul",392 m² tot.,NULL,"S/ 57,350 · USD 15,500"
Avenida Industrial,"Panamericana Norte Industrial, Independencia",4723 m² tot.,NULL,"S/ 22,800,000 · USD 6,000,000"
Condominio Mikonos,"Asia, Cañete",98 m² tot.,2 dorm.,"S/ 420,000"
"AV.CALLE REAL 581 Salcedo, El Tambo","Huancayo, Huancayo",620 m² tot.,NULL,"S/ 4,196,160 · USD 1,116,000"
BARRANCO,"Barranco, Lima",31 m² tot.,1 dorm.,"S/ 300,000 · USD 80,000"
URBANIZACIÓN PRIVADA LA HACIENDA CERRO COLORADO,"Cerro Colorado, Arequipa",113 m² tot.,NULL,"S/ 292,500 · USD 70,000"
"Flora tristan 501, san isidro","Orrantia, San Isidro",129 m² tot.,3 dorm.,"S/ 769,709 · USD 205,000"
PACHACAMAC,"Pachacamac, Lima",500 m² tot.,NULL,"S/ 154,795 · USD 41,500"
Sector Huando,"Huaral, Huaral",1000 m² tot.,NULL,"S/ 267,000 · USD 72,000"
Calle Santa Isabel 325,"Malecon Armendariz, Miraflores",211 m² tot.,3 dorm.,"S/ 1,387,000 · USD 365,000"
Costa de Oro,"La Molina, Lima",300 m² tot.,4 dorm.,"S/ 1,902,300 · USD 510,000"
CALLE LOS ALERIFES CHORRILLOS,"La Floresta Sur, Chorrillos",102 m² tot.,3 dorm.,"S/ 300,000 · USD 91,000"
SAN ISIDRO,"San Isidro, Lima",175 m² tot.,3 dorm.,"S/ 1,360,000 · USD 360,000"
Calle Grimaldo del Solar 350,"Miraflores, Lima",83 m² tot.,2 dorm.,"S/ 612,000 · USD 170,000"
"Calle Punta Arenas, El Sol de la Molina","La Molina, Lima",1180 m² tot.,3 dorm.,"S/ 2,182,000 · USD 590,000"
Malecón superior 1543,"Punta Hermosa, Lima",224 m² tot.,5 dorm.,"S/ 1,237,500 · USD 330,000"
Av. Jorge Basadre 1400,"San Isidro, Lima",200 m² tot.,4 dorm.,"S/ 1,236,000 · USD 336,000"
Av 28 de julio,"Barranco, Lima",600 m² tot.,3 dorm.,"S/ 6,840,000 · USD 1,800,000"
AV BOLOGNESI - YANAHUARA,"Yanahuara, Arequipa",690 m² tot.,12 dorm.,"S/ 4,155,000 · USD 1,080,000"
Calle Francisco Herrera,"Tungasuca, Carabayllo",186 m² tot.,NULL,"S/ 380,000 · USD 100,000"
CHILINA AREQUIPA,"Arequipa, Arequipa",9900 m² tot.,NULL,"S/ 3,663,000 · USD 990,000"
Calle Guzmán E,"Cieneguilla, Lima",2627 m² tot.,5 dorm.,"S/ 1,675,000 · USD 440,000"
URB SAN AMADEO DE GARAGAY,"San Amadeo De Garagay, San Martín de Porres",100 m² tot.,3 dorm.,"S/ 300,000 · USD 80,000"
San Martin,"Miraflores, Lima",70 m² tot.,1 dorm.,"S/ 510,000 · USD 135,000"
Calle Bilbao,"La Estancia Oeste, La Molina",907 m² tot.,5 dorm.,"S/ 4,095,000 · USD 1,050,000"
GENERAL VARELA,"Chacra Colorada, Breña",550 m² tot.,NULL,"S/ 2,782,500 · USD 750,000"
AV. Canevaro,"Risso, Lince",150 m² tot.,6 dorm.,"S/ 1,135,320 · USD 302,000"
Calle Santa Rosa 587,"Villa Fap Santa Rosa, Iquitos",5066 m² tot.,NULL,"S/ 3,010,000 · USD 860,000"
Jr Salamanca,"Colmenares, Pueblo Libre",235 m² tot.,3 dorm.,"S/ 1,254,000 · USD 330,000"
ALT. CUADRA 12 AV. ENCALADA,"Santiago de Surco, Lima",204 m² tot.,5 dorm.,"S/ 1,945,300 · USD 490,000"
JAVIER PRADO OESTE,"Orrantia Del Mar, Magdalena",78 m² tot.,3 dorm.,"S/ 605,880 · USD 780"
Isidoro Suarez,"Maranga, San Miguel",81 m² tot.,3 dorm.,"S/ 484,900 · USD 130,000"
AV. SALAVERRY 3370,"Orrantia, San Isidro",292 m² tot.,3 dorm.,"S/ 1,959,400 · USD 522,500"
JACINTO LARA,"San Isidro, Lima",270 m² tot.,3 dorm.,"S/ 3,321,000 · USD 900,000"
ALAMEDA DE BARRANCO,"Barranco, Lima",80 m² tot.,3 dorm.,"S/ 746,250 · USD 199,000"
Calle Berlin 9xx Miraflores,"Miraflores, Lima",153 m² tot.,2 dorm.,"S/ 1,285,200 · USD 340,000"
Dirección no informada,"Chorrillos, Lima",2432 m² tot.,NULL,"S/ 6,845,000 · USD 1,850,000"
COOPERATIVA DE VIVIENDA UMAMARCA LTDA MZ S LT 28,"Umamarca, San Juan de Miraflores",200 m² tot.,NULL,"S/ 483,750 · USD 129,000"
CALLE LA ESPAÑOLA 172 URB LAS LOMAS DE LA MOLINA,"Las Lomas De La Molina Vieja, La Molina",340 m² tot.,4 dorm.,"S/ 4,880 · USD 1,320"
General Borgoño,"Santa Cruz, Miraflores",374 m² tot.,NULL,"S/ 481,065,000 · USD 1,300,000"
AV. 1,"Santa Clara, Ate Vitarte",210 m² tot.,NULL,"S/ 584,000 · USD 158,000"
Pedro martinto,"Barranco, Lima",179 m² tot.,2 dorm.,"S/ 1,237,500 · USD 330,000"
"Las Higueras Mz. E Lote 17, La Molina 15023, Perú","La Molina, Lima",1000 m² tot.,4 dorm.,"S/ 3,675,000 · USD 980,000"
calle miraflores 360,"Magdalena, Lima",87 m² tot.,3 dorm.,"S/ 580,900 · USD 157,000"
San Borja,"San Borja, Lima",85 m² tot.,3 dorm.,"S/ 680,400 · USD 180,000"
Av. Los Algarrobos,"Villa el Salvador, Lima",117 m² tot.,3 dorm.,"S/ 444,000 · USD 120,000"
jirón Huaroc 226,"La Capullana, Santiago de Surco",129 m² tot.,2 dorm.,"S/ 629,000 · USD 170,000"
MEJIA,"Mejia, Mejia",272 m² tot.,4 dorm.,"S/ 2,100,000 · USD 560,000"
Las violetas 121,"Santiago de Surco, Lima",145 m² tot.,3 dorm.,"S/ 843,750 · USD 225,000"
Calle El mIrador Fundo Cardal parque metropolitano,"El Mirador, Pachacamac",1000 m² tot.,NULL,"S/ 326,400 · USD 85,000"
Jr. Alameda Costa Norte,"Las Brisas De Villa, Chorrillos",300 m² tot.,3 dorm.,"S/ 645,750 · USD 175,000"
malecon de la reserva 1090,"Miraflores, Lima",217 m² tot.,3 dorm.,"S/ 2,400,000 · USD 650,000"
FLORA TRISTAN,"San Isidro, Lima",105 m² tot.,2 dorm.,"S/ 703,000 · USD 185,000"
Playa Tortugas,"Tortugas, Comandante Noel",250 m² tot.,4 dorm.,"S/ 656,250 · USD 175,000"
"Calle Juan Buendia, Urb. Patazca Chiclayo - Chiclayo - Lambayeque","Patazca, Chiclayo",107 m² tot.,3 dorm.,"S/ 304,000 · USD 80,000"
CERRO COLORADO,"Cerro Colorado, Arequipa",4800 m² tot.,NULL,"S/ 1,260 · USD 350"
Hipolito Unanue,"Pando Etapa I, San Miguel",123 m² tot.,3 dorm.,"S/ 756,200 · USD 199,000"
Av. paseo de la Republica 2199,"Santa Catalina, La Victoria",60 m² tot.,2 dorm.,"S/ 380,000 · USD 103,000"
el incario,"El Derby, Santiago de Surco",387 m² tot.,4 dorm.,"S/ 2,052,000 · USD 540,000"
Gonzalo Martin de Trujillo,"El Derby, Santiago de Surco",2577 m² tot.,5 dorm.,"S/ 8,999,999 · USD 2,500,000"
Calle LOS ROSALES,"Nuevo Imperial, Cañete",1000 m² tot.,3 dorm.,"S/ 874,860 · USD 230,000"
Mariscal Sucre 368,"Miraflores, Lima",180 m² tot.,3 dorm.,"S/ 1,555,000 · USD 420,000"
MADRE SELVA 2XX,"La Floresta De Monterrico, Santiago de Surco",124 m² tot.,3 dorm.,"S/ 862,500 · USD 230,000"
panamericana sur km 51,"San Bartolo, San Bartolo",520 m² tot.,NULL,"S/ 145,160 · USD 38,000"
Calle Independencia 1150,"Miraflores, Lima",110 m² tot.,2 dorm.,"S/ 935,599 · USD 250,000"
Calle 5,"Los Cipreses, San Martín de Porres",452 m² tot.,NULL,"S/ 676,000 · USD 180,000"
CERROS DE CAMACHO,"Santiago de Surco, Lima",582 m² tot.,4 dorm.,"S/ 3,752,100 · USD 990,000"
Calle Doña Rosaura 119-125,"Los Rosales, Santiago de Surco",108 m² tot.,3 dorm.,"S/ 767,338 · USD 205,170"
Calle Las Palomas 166,"Limatambo, Surquillo",77 m² tot.,2 dorm.,"S/ 540,000 · USD 149,000"
Pontevedra,"La Estancia, La Molina",1204 m² tot.,4 dorm.,"S/ 6,843,750 · USD 1,825,000"
Valle Riestra xxx,"El Carmen, Pueblo Libre",115 m² tot.,3 dorm.,"S/ 539,600 · USD 142,000"
defensores del morro,"Chorrillos, Chorrillos",1600 m² tot.,NULL,"S/ 15,392,000 · USD 4,160,000"
"AV. BENAVIDES , MIRAFLORES","Leuro, Miraflores",128 m² tot.,3 dorm.,"S/ 820,000 · USD 220,000"
rinconada de puruhuay,"De Lurin, Lurín",1223 m² tot.,NULL,"S/ 669,000 · USD 180,000"
CALLE LOMA BLANCA 290,"Santiago de Surco, Lima",320 m² tot.,6 dorm.,"S/ 1,530,000 · USD 415,000"
Urb. Santa Maria Villa club 1,"Santa Maria Villa Club Et.1, Carabayllo",152 m² tot.,5 dorm.,"S/ 441,000 · USD 119,000"
malecon de la marina,"Malecon Marina, Miraflores",360 m² tot.,3 dorm.,"S/ 2,401,300 · USD 649,000"
"Av. Casuarinas, Surco","Santiago de Surco, Lima",342 m² tot.,3 dorm.,"S/ 2,220,000 · USD 555,000"
Condominio Arena y Campo,"Chocalla, Asia",112 m² tot.,2 dorm.,"S/ 399,000 · USD 105,000"
Variante de Uchumayo,"Sachaca, Arequipa",9000 m² tot.,NULL,"S/ 13,510,000 · USD 3,510,000"
Francisco de Paula Ugarriza,"Miraflores, Lima",510 m² tot.,10 dorm.,"S/ 4,312,500 · USD 1,150,000"
Calle Laurel Rosa,"Los Sauces Este, Surquillo",87 m² tot.,3 dorm.,"S/ 499,500 · USD 135,000"
Los Castaños,"San Isidro, Lima",140 m² tot.,2 dorm.,"S/ 1,034,000 · USD 278,000"
Calle Archipielago,"Ate Vitarte, Lima",5251 m² tot.,NULL,"S/ 9,518,250 · USD 2,362,500"
CALLE TAWANTINSUYO CHORRILLOS,"San Juan Bautista De Villa, Chorrillos",227 m² tot.,NULL,"S/ 430,000 · USD 120,000"
LOS PETIRROJO,"Santiago de Surco, Lima",1500 m² tot.,4 dorm.,"S/ 13,090,000 · USD 3,500,000"
Avenida San Borja Norte,"San Borja Norte, San Borja",170 m² tot.,3 dorm.,"S/ 999,000 · USD 270,000"
SANTO TORIBIO,"San Isidro, Lima",498 m² tot.,4 dorm.,"S/ 4,070,000 · USD 1,100,000"
guardia civil 1000,"Corpac, San Isidro",327 m² tot.,3 dorm.,"S/ 1,813,000 · USD 490,000"
cayma,"Cayma, Arequipa",122 m² tot.,2 dorm.,"S/ 777,000 · USD 210,000"
Los Barcos,"San Bartolo, Lima",101 m² tot.,3 dorm.,"S/ 501,600 · USD 132,000"
Jorge Basadre 15xx,"Country Club, San Isidro",480 m² tot.,4 dorm.,"S/ 3,034,000 · USD 820,000"
AV. EL CORREGIDOR 1500,"Islas Del Sol, La Molina",302 m² tot.,3 dorm.,"S/ 1,794,500 · USD 485,000"
calle aguada blanca 199,"Chacarilla Del Estanque, Santiago de Surco",155 m² tot.,3 dorm.,"S/ 832,000 · USD 225,000"
Playa arica,"Arica, Lurín",277 m² tot.,NULL,"S/ 554,000 · USD 150,000"
Calle ODRIOZOLA 245,"San Isidro, Lima",73 m² tot.,2 dorm.,"S/ 745,389 · USD 196,155"
Los Gavilanes 200,"Limatambo, San Isidro",375 m² tot.,16 dorm.,"S/ 4,050,000 · USD 1,100,000"
Mz E Lt. 2 Playa el Golf Asia,"El Golf, Asia",573 m² tot.,7 dorm.,"S/ 2,220,000 · USD 600,000"
Av. 6 de agosto 451 Jesús María,"Santa Beatriz, Jesús María",324 m² tot.,8 dorm.,"S/ 2,128,000 · USD 560,000"
CALLE CURAZAO 10X,"Santa Patricia, La Molina",167 m² tot.,3 dorm.,"S/ 684,000 · USD 180,000"
malecon cisneros 760,"Miraflores, Lima",184 m² tot.,3 dorm.,"S/ 1,958,000 · USD 530,000"
ANTEQUERA 500,"San Isidro, Lima",63 m² tot.,2 dorm.,"S/ 561,000 · USD 149,000"
Jr 9 Lt 3,"San Borja, Lima",900 m² tot.,6 dorm.,"S/ 5,639,470 · USD 1,500,000"
Jr. Domingo Casanova 151,"Lince, Lima",74 m² tot.,3 dorm.,"S/ 673,896 · USD 186,675"
ALBERTO ALEXANDER 120,"Country Club, Lince",108 m² tot.,3 dorm.,"S/ 845,000 · USD 220,000"
"W473+M9C La Molina, Perú","La Molina, Lima",1000 m² tot.,NULL,"S/ 3,400,320 · USD 920,000"
Calle 30,"San Borja, Lima",120 m² tot.,2 dorm.,"S/ 563,933 · USD 148,400"
la rueda,"La Planicie, La Molina",1025 m² tot.,5 dorm.,"S/ 3,165,000 · USD 930,000"
"MZ B LT 8 HABILITACION VACACIONAL PLAYA MISTERIO, ASIA","Misterio, Asia",325 m² tot.,NULL,"S/ 337,500 · USD 90,000"
quinta tristan,"Quinta Tristan, Jose Luis Bustamante Y Rivero",60 m² tot.,1 dorm.,"S/ 258,000 · USD 68,000"
Calle Madreselvas,"Los Recaudadores, Ate Vitarte",160 m² tot.,4 dorm.,"S/ 1,073,000 · USD 290,000"
JOSE DEL LLANO ZAPATA,"San Isidro, Lima",255 m² tot.,3 dorm.,"S/ 2,030,400 · USD 540,000"
Calle Halcones 264,"San Isidro, Lima",224 m² tot.,3 dorm.,"S/ 1,215,000 · USD 330,000"
Calle los antares 320,"Santiago de Surco, Lima",110 m² tot.,4 dorm.,"S/ 1,018,400 · USD 220,000"
jr. FORTALEZA DE PARAMONGA 192,"Tambo De Monterrico, Santiago de Surco",218 m² tot.,3 dorm.,"S/ 1,147,000 · USD 310,000"
Cabo Blanco 285,"Orrantia Del Mar, San Isidro",627 m² tot.,9 dorm.,"S/ 4,627,000 · USD 1,254,000"
tomas alva edison,"Santa Rosa, Ate Vitarte",9560 m² tot.,NULL,"S/ 47,740,800 · USD 12,906,000"
